E7ELX2_Q14257,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:25,29,22,7635,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q8V1E7_P61978,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:10:08,46,27,15270,1,1,0.038,Q.IH,3.00,7,6,6,0.42,5.31e-05,1,6,6
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06933_Q05086,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:25,9,9,4336,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
O40948_Q68D85,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:06,6,6,702,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q8AZJ3_Q7Z4F1,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:30,20,20,2308,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03495_O60814,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:18,5,5,1326,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P0C739_P60468,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:07,5,5,1299,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P0DOE9_P31689,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:02:18,23,14,7289,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03179_P09543,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:43,6,6,2194,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P0CK56_O60831,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:30,27,25,3471,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q3SBS4_P27986,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:15:39,64,24,26043,1,1,0.071,SDE.G..P,5.00,4,4,4,0.042,1.07e-05,1,4,4
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P0DTD1_Q9Y5J6,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:05,6,5,2393,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q00335_Q9BQE3,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:28,11,10,3355,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
B9VXK6_Q71UM5,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:11,6,5,1705,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
B4URF7_Q96CS2,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:14:17,62,25,30087,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06463_Q9NQC7,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:31,8,6,3690,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P01104_P63165,2020-05-22,FreqConsDisComp-5-8,Ql5w2o3a3,QSig,00:09:04,60,41,25498,1,1,0.042,D.D.E,3.00,25,19,17,5.13,1.55e-05,1,19,17
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03495_Q93079,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:01,4,2,2134,0,0,0.1,<,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
A0A142I5B9_P04843,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:02:34,24,21,8259,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
A0A142I5B9_O95373,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:08,10,8,7002,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q20MH3_Q15942,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:24,16,11,6224,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q2MG95_Q99460,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:13,11,10,1942,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P19712_P37108,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:53,7,7,3700,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06921_Q8WWY3,2020-05-22,FreqConsDisComp-5-8,Ql5w2o3a3,QSig,00:07:12,109,41,38067,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
B2BUF1_P20042,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:22,8,7,2598,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
O41951_Q15365,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:45,26,14,8411,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q5EP28_Q9BYD1,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:32,8,8,1712,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P69901_Q96BI1,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:01,5,5,370,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P0DTD1_P62873,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:04,6,6,2159,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q1K9H5_P53007,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:44,12,11,2181,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P68466_Q00610,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:06:17,25,19,11268,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
B4URF7_Q12789,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:25,9,8,1676,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03070_P06493,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:51,47,27,13478,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03466_P09012,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:27,36,18,11236,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q77M19_P18124,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:02,16,15,6620,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03126_Q14653,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:14,6,5,3152,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q99IB8_P42356,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:48,6,6,1997,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P04487_Q00839,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:02:53,25,17,9204,1,1,0.022,VP..P,3.00,14,11,10,1.88,2.20e-05,1,11,10
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
A0A142I5B9_P62829,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:04:56,17,15,6789,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P68336_O75586,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:01,10,9,2518,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
C5E527_P10644,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:18,26,19,8325,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P04585_Q9Y5L0,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:35,14,14,2863,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06792_O43889,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:52,12,10,3723,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q2PJP0_P78352,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:51,13,10,6154,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06429_P40306,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:02,5,4,850,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q8JPQ9_P49327,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:03:04,32,26,7599,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06422_Q9Y570,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:13,6,5,1689,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q90VU7_Q14155,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:42,15,10,5453,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
C5E519_P55084,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:23,13,7,2872,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06790_P11021,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:09:42,60,31,17219,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P06461_Q3ZCQ8,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:18,17,9,3422,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q9WMX2_Q9BWF3,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:21,5,5,2236,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q6DP94_P01857,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:09,8,6,1635,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03428_P40938,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:24,14,12,4982,1,1,0.093,L..P..V..T,4.00,4,4,4,0.046,1.16e-05,1,4,4
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q77UU1_Q9P086,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:23,17,15,5337,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q9WRJ7_Q9NP64,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:15,10,9,2280,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q5ERI7_Q13232,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:01:52,11,7,4159,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
Q77M19_P04844,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:53,16,14,3890,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P03129_Q09472,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:05:04,36,26,15206,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
P69901_P10620,2020-05-22,FreqConsDisComp-5-8,Ql5w2o2a3,QSig,00:00:12,9,9,1718,0,0,0.1,-,,,,,,,,,
Dataset,RunID,Masking,Build,Chance,RunTime,SeqNum,UPNum,AANum,MotNum,Rank,Sig,Pattern,IC,Occ,Support,UP,ExpUP,Prob,Cloud,CloudSeq,CloudUP
