"","mProtein","Motif","Domain","dProtein"
"151","P06427","LIG_PDZ_Class_1","PF00595","Q14160"
"152","P06463","LIG_PDZ_Class_1","PF00595","P26045"
"153","P06463","LIG_PDZ_Class_1","PF00595","Q12959"
"154","P06463","LIG_PDZ_Class_1","PF00595","Q14160"
"155","P07900","MOD_CK2_1","PF00069","O15111"
"156","P08047","LIG_SH3_2","PF00018","P16333"
"157","P08047","LIG_SH3_1","PF00018","P16333"
"158","P08047","LIG_SH3_3","PF00018","P16333"
"159","P08047","LIG_SH3_2","PF14604","P16333"
"160","P09708","LIG_PDZ_Class_1","PF00595","Q12959"
"161","P0C213","LIG_PDZ_Class_1","PF00595","Q12959"
"162","P0C213","LIG_PDZ_Class_1","PF00595","Q14160"
"163","P0C222","LIG_PDZ_Class_1","PF00595","Q14160"
"164","P0C2L3","LIG_PDZ_Class_1","PF00595","Q12959"
"165","P0C2L3","LIG_PDZ_Class_1","PF00595","Q14160"
"166","P10070","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"167","P10412","LIG_SH3_2","PF00018","P16333"
"168","P10412","LIG_SH3_2","PF14604","P16333"
"169","P10412","LIG_SH3_3","PF00018","P16333"
"170","P10412","LIG_SH3_1","PF00018","P16333"
"171","P15336","MOD_PKA_1","PF00069","Q99986"
"172","P15336","DOC_MAPK_gen_1","PF00069","Q99986"
"173","P15586","LIG_SH3_3","PF00018","P16333"
"174","P15586","LIG_SH3_1","PF00018","P16333"
"175","P15586","LIG_SH3_2","PF00018","P16333"
"176","P15586","LIG_SH3_2","PF14604","P16333"
"177","P15918","LIG_SH3_2","PF14604","P16333"
"178","P15918","LIG_SH3_2","PF00018","P16333"
"179","P16717","LIG_PDZ_Class_1","PF00595","Q12959"
"180","P16717","LIG_PDZ_Class_1","PF00595","Q14160"
"181","P17181","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"182","P17386","LIG_PDZ_Class_1","PF00595","Q12959"
"183","P17643","LIG_PDZ_Class_1","PF00595","O14908"
"184","P18848","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"185","P19320","LIG_PDZ_Class_1","PF00595","Q14160"
"186","P19554","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"187","P19838","MOD_PKA_1","PF00069","O15111"
"188","P19838","TRG_ER_diArg_1","PF00400","Q9UKB1"
"189","P19838","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"190","P19838","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"191","P19838","TRG_ER_diArg_1","PF00400","Q9Y297"
"192","P20020","LIG_PDZ_Class_1","PF00595","Q14160"
"193","P20700","TRG_NLS_MonoExtN_4","PF00514","O60684"
"194","P20700","TRG_NLS_MonoExtC_3","PF00514","O60684"
"195","P20700","TRG_NLS_MonoCore_2","PF00514","O60684"
"196","P20700","TRG_NLS_MonoCore_2","PF00514","P52294"
"197","P20700","TRG_NLS_MonoExtC_3","PF00514","P52294"
"198","P20700","TRG_NLS_MonoExtN_4","PF00514","P52294"
"199","P21735","LIG_PDZ_Class_1","PF00595","Q12959"
"200","P21735","LIG_PDZ_Class_1","PF00595","Q14160"
"201","P22001","LIG_PDZ_Class_1","PF00595","Q12959"
"202","P22460","LIG_PDZ_Class_1","PF00595","Q14160"
"203","P22681","LIG_SH3_2","PF14604","P16333"
"204","P22681","LIG_SH3_2","PF00018","P16333"
"205","P23508","LIG_PDZ_Class_1","PF00595","Q14160"
"206","P24835","LIG_PDZ_Class_1","PF00595","Q12959"
"207","P24835","LIG_PDZ_Class_1","PF00595","Q14160"
"208","P25054","LIG_PDZ_Class_1","PF00595","Q14160"
"209","P25100","LIG_PDZ_Class_1","PF00595","Q14160"
"210","P26373","LIG_SH3_2","PF00018","P16333"
"211","P26373","LIG_SH3_2","PF14604","P16333"
"212","P26554","LIG_PDZ_Class_1","PF00595","Q12959"
"213","P26555","LIG_PDZ_Class_1","PF00595","Q12959"
"214","P27228","LIG_PDZ_Class_1","PF00595","Q12959"
"215","P27228","LIG_PDZ_Class_1","PF00595","Q14160"
"216","P27816","LIG_SH3_2","PF14604","P16333"
"217","P27816","LIG_SH3_1","PF00018","P16333"
"218","P27816","LIG_SH3_3","PF00018","P16333"
"219","P27816","LIG_SH3_2","PF00018","P16333"
"220","P27962","LIG_PDZ_Class_1","PF00595","Q12959"
"221","P29074","LIG_SH3_2","PF14604","P16333"
"222","P29074","LIG_SH3_2","PF00018","P16333"
"223","P30119","LIG_ULM_U2AF65_1","PF00076","Q93062"
"224","P30260","LIG_SH3_1","PF00018","P16333"
"225","P30260","LIG_SH3_2","PF00018","P16333"
"226","P30260","LIG_SH3_3","PF00018","P16333"
"227","P30260","LIG_SH3_2","PF14604","P16333"
"228","P30291","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"229","P30304","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"230","P30304","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"231","P30910","LIG_PDZ_Class_3","PF00595","Q12959"
"232","P30910","LIG_PDZ_Class_1","PF00595","Q12959"
"233","P30911","LIG_PDZ_Class_3","PF00595","Q12959"
"234","P30911","LIG_PDZ_Class_1","PF00595","Q12959"
"235","P31345","TRG_NLS_MonoExtC_3","PF00514","O00629"
"236","P31345","TRG_NLS_MonoCore_2","PF00514","O00629"
"237","P31345","TRG_NLS_MonoExtN_4","PF00514","O00629"
"238","P31345","TRG_NLS_MonoExtN_4","PF00514","O60684"
"239","P31345","TRG_NLS_MonoCore_2","PF00514","O60684"
"240","P31345","TRG_NLS_MonoExtC_3","PF00514","O60684"
"241","P31345","TRG_NLS_MonoCore_2","PF00514","P52294"
"242","P31345","TRG_NLS_MonoExtN_4","PF00514","P52294"
"243","P31345","TRG_NLS_MonoExtC_3","PF00514","P52294"
"244","P33402","LIG_PDZ_Class_1","PF00595","Q12959"
"245","P33402","LIG_PDZ_Class_1","PF00595","Q14160"
"246","P34998","LIG_PDZ_Class_1","PF00595","Q12959"
"247","P34998","LIG_PDZ_Class_1","PF00595","Q14160"
"248","P35222","LIG_PDZ_Class_1","PF00595","Q14160"
"249","P35222","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"250","P35222","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"251","P36507","LIG_PDZ_Class_1","PF00595","Q12959"
"252","P36807","LIG_PDZ_Class_1","PF00595","Q12959"
"253","P40692","TRG_NLS_MonoExtN_4","PF00514","P52292"
"254","P40692","TRG_NLS_MonoCore_2","PF00514","P52292"
"255","P40692","TRG_NLS_MonoExtC_3","PF00514","P52292"
"256","P41970","LIG_SH3_2","PF14604","P16333"
"257","P41970","LIG_SH3_2","PF00018","P16333"
"258","P42684","LIG_SH3_2","PF14604","P16333"
"259","P42684","LIG_SH3_2","PF00018","P16333"
"260","P43699","LIG_SH3_2","PF14604","P16333"
"261","P43699","LIG_SH3_3","PF00018","P16333"
"262","P43699","LIG_SH3_2","PF00018","P16333"
"263","P43699","LIG_SH3_1","PF00018","P16333"
"264","P45973","TRG_NLS_MonoCore_2","PF00514","O00629"
"265","P45973","TRG_NLS_MonoExtN_4","PF00514","O00629"
"266","P45973","TRG_NLS_MonoExtC_3","PF00514","O00629"
"267","P45973","TRG_NLS_MonoExtN_4","PF00514","P52292"
"268","P45973","TRG_NLS_MonoExtC_3","PF00514","P52292"
"269","P45973","TRG_NLS_MonoCore_2","PF00514","P52292"
"270","P46063","TRG_NLS_MonoCore_2","PF00514","O00629"
"271","P46063","TRG_NLS_MonoExtN_4","PF00514","O00629"
"272","P46063","TRG_NLS_MonoExtC_3","PF00514","O00629"
"273","P46063","TRG_NLS_MonoExtN_4","PF00514","P52292"
"274","P46063","TRG_NLS_MonoExtC_3","PF00514","P52292"
"275","P46063","TRG_NLS_MonoCore_2","PF00514","P52292"
"276","P46087","TRG_NLS_MonoExtN_4","PF00514","O60684"
"277","P46937","LIG_PDZ_Class_1","PF00595","Q14160"
"278","P46937","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"279","P48050","LIG_PDZ_Class_3","PF00595","Q14160"
"280","P48050","LIG_PDZ_Class_1","PF00595","Q14160"
"281","P50804","LIG_PDZ_Class_1","PF00595","Q12959"
"282","P50804","LIG_PDZ_Class_1","PF00595","Q14160"
"283","P53778","LIG_PDZ_Class_1","PF00595","Q14160"
"284","P54667","LIG_PDZ_Class_1","PF00595","Q12959"
"285","P63010","TRG_NLS_MonoExtN_4","PF00514","P52292"
"286","P63010","TRG_NLS_MonoExtC_3","PF00514","P52292"
"287","P63010","TRG_NLS_MonoCore_2","PF00514","P52292"
"288","P69700","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"289","P78317","LIG_ULM_U2AF65_1","PF00076","P31943"
"290","P78345","LIG_SH3_2","PF14604","P16333"
"291","P78345","LIG_SH3_3","PF00018","P16333"
"292","P78345","LIG_SH3_1","PF00018","P16333"
"293","P78345","LIG_SH3_2","PF00018","P16333"
"294","P78424","TRG_NLS_MonoExtN_4","PF00514","O60684"
"295","P78424","TRG_NLS_MonoCore_2","PF00514","O60684"
"296","P78424","TRG_NLS_MonoExtC_3","PF00514","O60684"
"297","P78536","LIG_PDZ_Class_1","PF00595","Q12959"
"298","P86479","LIG_ULM_U2AF65_1","PF00076","Q93062"
"299","P89079","LIG_PDZ_Class_1","PF00595","Q12959"
"300","Q00613","TRG_NLS_MonoExtN_4","PF00514","O00629"
"301","Q00613","TRG_NLS_MonoExtC_3","PF00514","O00629"
"302","Q00987","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"303","Q00987","TRG_ER_diArg_1","PF00400","Q9UKB1"
"304","Q00987","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"305","Q00987","TRG_ER_diArg_1","PF00400","Q9Y297"
"306","Q01814","LIG_PDZ_Class_1","PF00595","Q14160"
"307","Q01860","TRG_NLS_MonoExtN_4","PF00514","P52292"
"308","Q01860","TRG_NLS_MonoExtC_3","PF00514","P52292"
"309","Q01860","TRG_NLS_MonoCore_2","PF00514","P52292"
"310","Q03989","LIG_ULM_U2AF65_1","PF00076","Q93062"
"311","Q04360","LIG_ULM_U2AF65_1","PF00076","Q93062"
"312","Q05127","LIG_Dynein_DLC8_1","PF01221","P63167"
"313","Q05193","LIG_SH3_2","PF14604","P16333"
"314","Q05193","LIG_SH3_2","PF00018","P16333"
"315","Q06093","LIG_PDZ_Class_1","PF00595","Q12959"
"316","Q07889","LIG_SH3_2","PF14604","P16333"
"317","Q07889","LIG_SH3_2","PF00018","P16333"
"318","Q07890","LIG_SH3_2","PF00018","P16333"
"319","Q07890","LIG_SH3_2","PF14604","P16333"
"320","Q08089","LIG_PDZ_Class_1","PF00595","Q14160"
"321","Q09SZ7","LIG_PDZ_Class_1","PF00595","Q14160"
"322","Q0A2H0","LIG_PDZ_Class_1","PF00595","O14908"
"323","Q0A2H0","LIG_PDZ_Class_1","PF00595","Q14160"
"324","Q0A442","LIG_PDZ_Class_3","PF00595","Q12959"
"325","Q0A442","LIG_PDZ_Class_1","PF00595","Q12959"
"326","Q12905","LIG_PDZ_Class_1","PF00595","P26045"
"327","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"328","Q13111","LIG_SH3_2","PF00018","P16333"
"329","Q13111","LIG_SH3_2","PF14604","P16333"
"330","Q13127","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"331","Q13177","LIG_SH3_2","PF14604","P16333"
"332","Q13177","LIG_SH3_1","PF00018","P16333"
"333","Q13177","LIG_SH3_2","PF00018","P16333"
"334","Q13177","LIG_SH3_3","PF00018","P16333"
"335","Q13191","LIG_SH3_2","PF00018","P16333"
"336","Q13191","LIG_SH3_2","PF14604","P16333"
"337","Q13227","LIG_ULM_U2AF65_1","PF00076","P31943"
"338","Q13227","LIG_ULM_U2AF65_1","PF00076","Q93062"
"339","Q13480","LIG_SH3_1","PF00018","P16333"
"340","Q13480","LIG_SH3_3","PF00018","P16333"
"341","Q13480","LIG_SH3_2","PF00018","P16333"
"342","Q13480","LIG_SH3_2","PF14604","P16333"
"343","Q13618","DOC_USP7_MATH_1","PF00917","O43791"
"344","Q13618","DEG_SPOP_SBC_1","PF00917","O43791"
"345","Q13641","LIG_PDZ_Class_1","PF00595","O14908"
"346","Q13651","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"347","Q13905","LIG_SH3_2","PF14604","P16333"
"348","Q13905","LIG_SH3_2","PF00018","P16333"
"349","Q14008","LIG_SH3_3","PF00018","P16333"
"350","Q14008","LIG_SH3_1","PF00018","P16333"
"351","Q14008","LIG_SH3_2","PF14604","P16333"
"352","Q14008","LIG_SH3_2","PF00018","P16333"
"353","Q14118","LIG_SH3_2","PF00018","P16333"
"354","Q14118","LIG_SH3_2","PF14604","P16333"
"355","Q14149","LIG_Dynein_DLC8_1","PF01221","P63167"
"356","Q14155","LIG_SH3_1","PF00018","P16333"
"357","Q14155","LIG_SH3_2","PF00018","P16333"
"358","Q14155","LIG_SH3_3","PF00018","P16333"
"359","Q14155","LIG_SH3_2","PF14604","P16333"
"360","Q14687","LIG_PROFILIN_1","","Q8NHQ1"
"361","Q14807","TRG_NLS_MonoExtC_3","PF00514","O00629"
"362","Q14807","TRG_NLS_MonoExtN_4","PF00514","O00629"
"363","Q14957","LIG_PDZ_Class_1","PF00595","Q12959"
"364","Q14957","LIG_PDZ_Class_3","PF00595","Q12959"
"365","Q14CM0","LIG_PDZ_Class_1","PF00595","Q14160"
"366","Q14D04","LIG_PDZ_Class_1","PF00595","Q14160"
"367","Q15036","LIG_SH3_2","PF14604","P16333"
"368","Q15036","LIG_SH3_2","PF00018","P16333"
"369","Q15311","LIG_PDZ_Class_1","PF00595","Q14160"
"370","Q15349","LIG_PDZ_Class_1","PF00595","Q14160"
"371","Q15418","LIG_PDZ_Class_1","PF00595","Q14160"
"372","Q15583","LIG_CtBP_PxDLS_1","PF00389","P56545"
"373","Q15583-2","LIG_CtBP_PxDLS_1","PF00389","P56545"
"374","Q15637","TRG_NLS_MonoExtN_4","PF00514","O60684"
"375","Q15637","TRG_NLS_MonoExtC_3","PF00514","O60684"
"376","Q15637","TRG_NLS_MonoCore_2","PF00514","O60684"
"377","Q15637","TRG_NLS_MonoCore_2","PF00514","P52292"
"378","Q15637","TRG_NLS_MonoExtC_3","PF00514","P52292"
"379","Q15637","TRG_NLS_MonoExtN_4","PF00514","P52292"
"380","Q15637","LIG_ULM_U2AF65_1","PF00076","Q93062"
"381","Q15661","LIG_SH3_2","PF14604","P16333"
"382","Q15661","LIG_SH3_2","PF00018","P16333"
"383","Q15746","LIG_SH3_2","PF00018","P16333"
"384","Q15746","LIG_SH3_3","PF00018","P16333"
"385","Q15746","LIG_SH3_2","PF14604","P16333"
"386","Q15746","LIG_SH3_1","PF00018","P16333"
"387","Q16543","MOD_CK2_1","PF00069","O15111"
"388","Q16594","TRG_NLS_MonoCore_2","PF00514","O60684"
"389","Q16594","TRG_NLS_MonoExtC_3","PF00514","O60684"
"390","Q16594","TRG_NLS_MonoExtN_4","PF00514","O60684"
"391","Q16594","TRG_NLS_MonoCore_2","PF00514","P52294"
"392","Q16594","TRG_NLS_MonoExtN_4","PF00514","P52294"
"393","Q16594","TRG_NLS_MonoExtC_3","PF00514","P52294"
"394","Q16621","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"395","Q1K9E3","LIG_ULM_U2AF65_1","PF00076","Q93062"
"396","Q2PJP0","LIG_PDZ_Class_1","PF00595","O14908"
"397","Q2PJP0","LIG_PDZ_Class_1","PF00595","Q14160"
"398","Q2Y0F1","LIG_PDZ_Class_1","PF00595","Q12959"
"399","Q3KP66","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"400","Q3KP66","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"401","Q4VCS5","LIG_Dynein_DLC8_1","PF01221","P63167"
"402","Q4ZGA4","LIG_PDZ_Class_1","PF00595","Q12959"
"403","Q5D1E8","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"404","Q5HYW2","LIG_SH3_2","PF14604","P16333"
"405","Q5HYW2","LIG_SH3_2","PF00018","P16333"
"406","Q5HYW2","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"407","Q5JTC6","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"408","Q5JTC6","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"409","Q5S007","TRG_NLS_MonoExtN_4","PF00514","O00629"
"410","Q5S007","TRG_NLS_MonoExtC_3","PF00514","O00629"
"411","Q5S007","LIG_ULM_U2AF65_1","PF00076","P26599"
"412","Q5TAQ9","TRG_NLS_MonoExtC_3","PF00514","P52294"
"413","Q5TAQ9","LIG_ULM_U2AF65_1","PF00076","Q93062"
"414","Q5VV41","LIG_PDZ_Class_1","PF00595","Q12959"
"415","Q5VV41","LIG_PDZ_Class_1","PF00595","Q14160"
"416","Q63ZY3","LIG_PROFILIN_1","","Q8NHQ1"
"417","Q67296","LIG_ULM_U2AF65_1","PF00076","Q93062"
"418","Q69022","LIG_Dynein_DLC8_1","PF01221","P63167"
"419","Q6DP93","LIG_PDZ_Class_1","PF00595","O14908"
"420","Q6DP93","LIG_PDZ_Class_1","PF00595","Q14160"
"421","Q6NT76","LIG_Dynein_DLC8_1","PF01221","P63167"
"422","Q6NYC8","LIG_PROFILIN_1","","Q8NHQ1"
"423","Q6P1L5","LIG_Dynein_DLC8_1","PF01221","P63167"
"424","Q6PIY7","LIG_ULM_U2AF65_1","PF00076","Q93062"
"425","Q6ZVT0","LIG_ULM_U2AF65_1","PF00076","Q93062"
"426","Q77E16","LIG_PDZ_Class_1","PF00595","P26045"
"427","Q77M19","MOD_LATS_1","PF00069","O15111"
"428","Q77UU1","DOC_USP7_MATH_1","PF00917","O43791"
"429","Q77UU1","DEG_SPOP_SBC_1","PF00917","O43791"
"430","Q7L5A3","LIG_PROFILIN_1","","Q8NHQ1"
"431","Q7Z628","LIG_PDZ_Class_1","PF00595","Q12959"
"432","Q84940","DEG_SCF_TRCP1_1","PF00400","Q9UKB1"
"433","Q86UW9","LIG_ULM_U2AF65_1","PF00076","Q93062"
"434","Q86XJ0","LIG_PDZ_Class_1","PF00595","Q12959"
"435","Q8IVP5","LIG_CtBP_PxDLS_1","PF00389","P56545"
