"","mProtein","Motif","Domain","dProtein"
"47","Q13064","LIG_PROFILIN_1","","P62805"
"48","Q13064","LIG_PROFILIN_1","","Q9UL40"
"49","Q13064","LIG_PROFILIN_1","","Q70UQ0"
"50","Q13064","LIG_PROFILIN_1","","Q8NHQ1"
"51","P78536","LIG_PROFILIN_1","","O95816"
"52","P78536","LIG_PROFILIN_1","","P62805"
"53","P78536","LIG_PROFILIN_1","","Q9UL40"
"54","P78536","LIG_PROFILIN_1","","Q70UQ0"
"55","P78536","LIG_PROFILIN_1","","Q8NHQ1"
"56","P03363","LIG_PROFILIN_1","","O95816"
"57","P03363","LIG_PROFILIN_1","","P62805"
"58","P03363","LIG_PROFILIN_1","","Q9UL40"
"59","P03363","LIG_PROFILIN_1","","Q70UQ0"
"60","P03363","LIG_PROFILIN_1","","Q8NHQ1"
"61","Q0A442","LIG_PROFILIN_1","","O95816"
"62","Q0A442","LIG_PROFILIN_1","","P62805"
"63","Q0A442","LIG_PROFILIN_1","","Q9UL40"
"64","Q0A442","LIG_PROFILIN_1","","Q70UQ0"
"65","Q0A442","LIG_PROFILIN_1","","Q8NHQ1"
"66","P36507","LIG_PROFILIN_1","","O95816"
"67","P36507","LIG_PROFILIN_1","","P62805"
"68","P36507","LIG_PROFILIN_1","","Q9UL40"
"69","P36507","LIG_PROFILIN_1","","Q70UQ0"
"70","P36507","LIG_PROFILIN_1","","Q8NHQ1"
"71","Q96GE4","LIG_PROFILIN_1","","O95816"
"72","Q96GE4","LIG_PROFILIN_1","","P62805"
"73","Q96GE4","LIG_PROFILIN_1","","Q9UL40"
"74","Q96GE4","LIG_PROFILIN_1","","Q70UQ0"
"75","Q96GE4","LIG_PROFILIN_1","","Q8NHQ1"
"76","O15169","LIG_PROFILIN_1","","O95816"
"77","O15169","LIG_PROFILIN_1","","P62805"
"78","O15169","LIG_PROFILIN_1","","Q9UL40"
"79","O15169","LIG_PROFILIN_1","","Q70UQ0"
"80","O15169","LIG_PROFILIN_1","","Q8NHQ1"
"81","P03346","LIG_PROFILIN_1","","O95816"
"82","P03346","LIG_PROFILIN_1","","P62805"
"83","P03346","LIG_PROFILIN_1","","Q9UL40"
"84","P03346","LIG_PROFILIN_1","","Q70UQ0"
"85","P03346","LIG_PROFILIN_1","","Q8NHQ1"
"86","Q8NHY3","LIG_PROFILIN_1","","O95816"
"87","Q8NHY3","LIG_PROFILIN_1","","P62805"
"88","Q8NHY3","LIG_PROFILIN_1","","Q9UL40"
"89","Q8NHY3","LIG_PROFILIN_1","","Q70UQ0"
"90","Q8NHY3","LIG_PROFILIN_1","","Q8NHQ1"
"91","P50570","LIG_PROFILIN_1","","O95816"
"92","P50570","LIG_PROFILIN_1","","P62805"
"93","P50570","LIG_PROFILIN_1","","Q9UL40"
"94","P50570","LIG_PROFILIN_1","","Q70UQ0"
"95","P50570","LIG_PROFILIN_1","","Q8NHQ1"
"96","P30910","LIG_PROFILIN_1","","O95816"
"97","P30910","LIG_PROFILIN_1","","P62805"
"98","P30910","LIG_PROFILIN_1","","Q9UL40"
"99","P30910","LIG_PROFILIN_1","","Q70UQ0"
"100","P30910","LIG_PROFILIN_1","","Q8NHQ1"
"101","Q8AZK7","LIG_PROFILIN_1","","O95816"
"102","Q8AZK7","LIG_PROFILIN_1","","P62805"
"103","Q8AZK7","LIG_PROFILIN_1","","Q9UL40"
"104","Q8AZK7","LIG_PROFILIN_1","","Q70UQ0"
"105","Q8AZK7","LIG_PROFILIN_1","","Q8NHQ1"
"106","Q6NYC8","LIG_PROFILIN_1","","O95816"
"107","Q6NYC8","LIG_PROFILIN_1","","P62805"
"108","Q6NYC8","LIG_PROFILIN_1","","Q9UL40"
"109","Q6NYC8","LIG_PROFILIN_1","","Q70UQ0"
"110","Q6NYC8","LIG_PROFILIN_1","","Q8NHQ1"
"111","Q96PE1","LIG_PROFILIN_1","","O95816"
"112","Q96PE1","LIG_PROFILIN_1","","P62805"
"113","Q96PE1","LIG_PROFILIN_1","","Q9UL40"
"114","Q96PE1","LIG_PROFILIN_1","","Q70UQ0"
"115","Q96PE1","LIG_PROFILIN_1","","Q8NHQ1"
"116","Q8NCA9","LIG_PROFILIN_1","","O95816"
"117","Q8NCA9","LIG_PROFILIN_1","","P62805"
"118","Q8NCA9","LIG_PROFILIN_1","","Q9UL40"
"119","Q8NCA9","LIG_PROFILIN_1","","Q70UQ0"
"120","Q8NCA9","LIG_PROFILIN_1","","Q8NHQ1"
"121","Q9H0M0","LIG_PROFILIN_1","","O95816"
"122","Q9H0M0","LIG_PROFILIN_1","","P62805"
"123","Q9H0M0","LIG_PROFILIN_1","","Q9UL40"
"124","Q9H0M0","LIG_PROFILIN_1","","Q70UQ0"
"125","Q9H0M0","LIG_PROFILIN_1","","Q8NHQ1"
"126","O43189","LIG_PROFILIN_1","","O95816"
"127","O43189","LIG_PROFILIN_1","","P62805"
"128","O43189","LIG_PROFILIN_1","","Q9UL40"
"129","O43189","LIG_PROFILIN_1","","Q70UQ0"
"130","O43189","LIG_PROFILIN_1","","Q8NHQ1"
"131","Q86YD7","LIG_PROFILIN_1","","O95816"
"132","Q86YD7","LIG_PROFILIN_1","","P62805"
"133","Q86YD7","LIG_PROFILIN_1","","Q9UL40"
"134","Q86YD7","LIG_PROFILIN_1","","Q70UQ0"
"135","Q86YD7","LIG_PROFILIN_1","","Q8NHQ1"
"136","Q9BWG6","LIG_PROFILIN_1","","O95816"
"137","Q9BWG6","LIG_PROFILIN_1","","P62805"
"138","Q9BWG6","LIG_PROFILIN_1","","Q9UL40"
"139","Q9BWG6","LIG_PROFILIN_1","","Q70UQ0"
"140","Q9BWG6","LIG_PROFILIN_1","","Q8NHQ1"
"141","Q8TBE0","LIG_PROFILIN_1","","O95816"
"142","Q8TBE0","LIG_PROFILIN_1","","P62805"
"143","Q8TBE0","LIG_PROFILIN_1","","Q9UL40"
"144","Q8TBE0","LIG_PROFILIN_1","","Q70UQ0"
"145","Q8TBE0","LIG_PROFILIN_1","","Q8NHQ1"
"146","Q9NQ90","LIG_PROFILIN_1","","O95816"
"147","Q9NQ90","LIG_PROFILIN_1","","P62805"
"148","Q9NQ90","LIG_PROFILIN_1","","Q9UL40"
"149","Q9NQ90","LIG_PROFILIN_1","","Q70UQ0"
"150","Q9NQ90","LIG_PROFILIN_1","","Q8NHQ1"
"151","Q9Y3C0","LIG_PROFILIN_1","","O95816"
"152","Q9Y3C0","LIG_PROFILIN_1","","P62805"
"153","Q9Y3C0","LIG_PROFILIN_1","","Q9UL40"
"154","Q9Y3C0","LIG_PROFILIN_1","","Q70UQ0"
"155","Q9Y3C0","LIG_PROFILIN_1","","Q8NHQ1"
"156","Q63ZY3","LIG_PROFILIN_1","","O95816"
"157","Q63ZY3","LIG_PROFILIN_1","","P62805"
"158","Q63ZY3","LIG_PROFILIN_1","","Q9UL40"
"159","Q63ZY3","LIG_PROFILIN_1","","Q70UQ0"
"160","Q63ZY3","LIG_PROFILIN_1","","Q8NHQ1"
"161","Q8NA92","LIG_PROFILIN_1","","O95816"
"162","Q8NA92","LIG_PROFILIN_1","","P62805"
"163","Q8NA92","LIG_PROFILIN_1","","Q9UL40"
"164","Q8NA92","LIG_PROFILIN_1","","Q70UQ0"
"165","Q8NA92","LIG_PROFILIN_1","","Q8NHQ1"
"166","P06461","LIG_SH2_PTP2","PF00017","P16333"
"167","P06461","LIG_SH2_PTP2","PF00017","Q92569"
"168","P29350","LIG_SH2_PTP2","PF00017","P16333"
"169","P29350","LIG_SH2_PTP2","PF00017","Q92569"
"170","Q99558","LIG_SH2_PTP2","PF00017","P16333"
"171","Q99558","LIG_SH2_PTP2","PF00017","Q92569"
"172","Q8N6Y0","LIG_SH3_1","PF00018","P16333"
"173","Q99816","LIG_SH3_1","PF00018","P16333"
"174","P08123","LIG_SH3_1","PF00018","P16333"
"175","P11387","LIG_SH3_1","PF00018","P16333"
"176","Q99619","LIG_SH3_1","PF00018","P16333"
"177","O95793","LIG_SH3_1","PF00018","P16333"
"178","Q15746","LIG_SH3_1","PF00018","P16333"
"179","Q96LT7","LIG_SH3_1","PF00018","P16333"
"180","Q9H9F9","LIG_SH3_1","PF00018","P16333"
"181","P13994","LIG_SH3_1","PF00018","P16333"
"182","O00401","LIG_SH3_1","PF00018","P16333"
"183","Q14008","LIG_SH3_1","PF00018","P16333"
"184","Q969G3","LIG_SH3_1","PF00018","P16333"
"185","Q16512","LIG_SH3_1","PF00018","P16333"
"186","Q86UD0","LIG_SH3_1","PF00018","P16333"
"187","Q13177","LIG_SH3_1","PF00018","P16333"
"188","Q5S007","LIG_SH3_1","PF00018","P16333"
"189","P03188","LIG_SH3_1","PF00018","P16333"
"190","P04487","LIG_SH3_1","PF00018","P16333"
"191","P31249","LIG_SH3_1","PF00018","P16333"
"192","O95816","LIG_SH3_1","PF00018","P16333"
"193","Q8TAB5","LIG_SH3_1","PF00018","P16333"
"194","O00443","LIG_SH3_3","PF00018","P16333"
"195","Q6IC98","LIG_SH3_3","PF00018","P16333"
"196","Q13111","LIG_SH3_2","PF00018","P16333"
"197","Q92988","LIG_SH3_3","PF00018","P16333"
"198","Q9BQE9","LIG_SH3_3","PF00018","P16333"
"199","Q15036","LIG_SH3_2","PF00018","P16333"
"200","Q9BVI4","LIG_SH3_1","PF00018","P16333"
"201","Q5JR12","LIG_SH3_1","PF00018","P16333"
"202","P04296","LIG_SH3_1","PF00018","P16333"
"203","Q9H3P2","LIG_SH3_1","PF00018","P16333"
"204","Q8N4L8","LIG_SH3_1","PF00018","P16333"
"205","P27816","LIG_SH3_1","PF00018","P16333"
"206","Q9ULG1","LIG_SH3_1","PF00018","P16333"
"207","Q5VWN6","LIG_SH3_1","PF00018","P16333"
"208","Q9H147","LIG_SH3_1","PF00018","P16333"
"209","Q9UJW9","LIG_SH3_1","PF00018","P16333"
"210","Q96KN3","LIG_SH3_1","PF00018","P16333"
"211","Q6PI77","LIG_SH3_1","PF00018","P16333"
"212","Q92988","LIG_SH3_1","PF00018","P16333"
"213","Q9UEG4","LIG_SH3_1","PF00018","P16333"
"214","Q9UPX8","LIG_SH3_1","PF00018","P16333"
"215","Q76N32","LIG_SH3_1","PF00018","P16333"
"216","Q9NQ76","LIG_SH3_3","PF00018","P16333"
"217","P43699","LIG_SH3_1","PF00018","P16333"
"218","Q9H8V3","LIG_SH3_1","PF00018","P16333"
"219","Q9UJW9","LIG_SH3_3","PF00018","P16333"
"220","Q13115","LIG_SH3_2","PF00018","P16333"
"221","Q8N5M1","LIG_SH3_1","PF00018","P16333"
"222","Q5BKX5-3","LIG_SH3_1","PF00018","P16333"
"223","Q9UKT9","LIG_SH3_1","PF00018","P16333"
"224","O00308","LIG_SH3_1","PF00018","P16333"
"225","P30260","LIG_SH3_1","PF00018","P16333"
"226","A8MQ03","LIG_SH3_1","PF00018","P16333"
"227","O60885","LIG_SH3_1","PF00018","P16333"
"228","P37198","LIG_SH3_1","PF00018","P16333"
"229","Q9BRK4","LIG_SH3_1","PF00018","P16333"
"230","Q5SYB0","LIG_SH3_1","PF00018","P16333"
"231","A6NK89","LIG_SH3_1","PF00018","P16333"
"232","Q04725","LIG_SH3_1","PF00018","P16333"
"233","Q9H2L5","LIG_SH3_1","PF00018","P16333"
"234","Q96SW2","LIG_SH3_1","PF00018","P16333"
"235","Q13480","LIG_SH3_1","PF00018","P16333"
"236","O95999","LIG_SH3_1","PF00018","P16333"
"237","Q7L4P6","LIG_SH3_1","PF00018","P16333"
"238","Q13620","LIG_SH3_1","PF00018","P16333"
"239","Q5JUK2","LIG_SH3_1","PF00018","P16333"
"240","Q63ZY3","LIG_SH3_1","PF00018","P16333"
"241","A0A0A0MR80","LIG_SH3_1","PF00018","P16333"
"242","Q96GM5","LIG_SH3_1","PF00018","P16333"
"243","Q9BZL4","LIG_SH3_1","PF00018","P16333"
"244","Q14155","LIG_SH3_1","PF00018","P16333"
"245","Q13064","LIG_SH3_1","PF00018","P16333"
"246","Q9NZI8","LIG_SH3_1","PF00018","P16333"
"247","O75593","LIG_SH3_1","PF00018","P16333"
"248","B2Y833","LIG_SH3_1","PF00018","P16333"
"249","O43493","LIG_SH3_1","PF00018","P16333"
"250","Q9BWG6","LIG_SH3_1","PF00018","P16333"
"251","Q86VM9","LIG_SH3_1","PF00018","P16333"
"252","P05412","LIG_SH3_1","PF00018","P16333"
"253","Q5T124","LIG_SH3_1","PF00018","P16333"
"254","Q14155","LIG_SH3_2","PF00018","P16333"
"255","Q9UMN6","LIG_SH3_3","PF00018","P16333"
"256","O43521","LIG_SH3_1","PF00018","P16333"
"257","Q9H8V3","LIG_SH3_2","PF00018","P16333"
"258","Q13064","LIG_SH3_3","PF00018","P16333"
"259","Q9P2K3","LIG_SH3_1","PF00018","P16333"
"260","Q6PJG6","LIG_SH3_1","PF00018","P16333"
"261","O43586","LIG_SH3_1","PF00018","P16333"
"262","Q9NQ76","LIG_SH3_1","PF00018","P16333"
"263","Q96B67","LIG_SH3_1","PF00018","P16333"
"264","P40199","LIG_SH3_1","PF00018","P16333"
"265","Q9NRD5","LIG_SH3_1","PF00018","P16333"
"266","O15117","LIG_SH3_1","PF00018","P16333"
"267","Q9UHD9","LIG_SH3_1","PF00018","P16333"
"268","O75420","LIG_SH3_1","PF00018","P16333"
"269","Q9Y4H4","LIG_SH3_1","PF00018","P16333"
"270","Q5JXC2","LIG_SH3_1","PF00018","P16333"
"271","Q9H9H4","LIG_SH3_1","PF00018","P16333"
"272","O43708","LIG_SH3_1","PF00018","P16333"
"273","O43390","LIG_SH3_1","PF00018","P16333"
"274","Q96KN3","LIG_SH3_3","PF00018","P16333"
"275","P30626","LIG_SH3_3","PF00018","P16333"
"276","P14335","LIG_SH3_3","PF00018","P16333"
"277","Q9Y3C5","LIG_SH3_3","PF00018","P16333"
"278","Q13177","LIG_SH3_3","PF00018","P16333"
"279","Q9BRK4","LIG_SH3_3","PF00018","P16333"
"280","O95999","LIG_SH3_3","PF00018","P16333"
"281","Q92673","LIG_SH3_3","PF00018","P16333"
"282","Q9BZL4","LIG_SH3_3","PF00018","P16333"
"283","P13994","LIG_SH3_3","PF00018","P16333"
"284","O75420","LIG_SH3_3","PF00018","P16333"
"285","O00401","LIG_SH3_3","PF00018","P16333"
"286","Q8N6Y0","LIG_SH3_3","PF00018","P16333"
"287","B2Y833","LIG_SH3_3","PF00018","P16333"
"288","P15173","LIG_SH3_3","PF00018","P16333"
"289","O95793","LIG_SH3_3","PF00018","P16333"
"290","O60885","LIG_SH3_3","PF00018","P16333"
"291","P11717","LIG_SH3_3","PF00018","P16333"
"292","Q14145","LIG_SH3_3","PF00018","P16333"
"293","P05412","LIG_SH3_3","PF00018","P16333"
"294","Q5SYB0","LIG_SH3_3","PF00018","P16333"
"295","P15586","LIG_SH3_3","PF00018","P16333"
"296","Q99259","LIG_SH3_1","PF00018","P16333"
"297","Q9BQE9","LIG_SH3_1","PF00018","P16333"
"298","Q548N1","LIG_SH3_1","PF00018","P16333"
"299","P08047","LIG_SH3_3","PF00018","P16333"
"300","O43390","LIG_SH3_2","PF00018","P16333"
"301","Q5BKX5-3","LIG_SH3_3","PF00018","P16333"
"302","O43708","LIG_SH3_3","PF00018","P16333"
"303","Q15661","LIG_SH3_2","PF00018","P16333"
"304","O00308","LIG_SH3_3","PF00018","P16333"
"305","Q8NCU1","LIG_SH3_3","PF00018","P16333"
"306","O15056","LIG_SH3_2","PF00018","P16333"
"307","Q9BVI4","LIG_SH3_3","PF00018","P16333"
"308","P52272","LIG_SH3_3","PF00018","P16333"
"309","Q14155","LIG_SH3_3","PF00018","P16333"
"310","P22681","LIG_SH3_2","PF00018","P16333"
"311","Q9H147","LIG_SH3_3","PF00018","P16333"
"312","A6NEM1","LIG_SH3_3","PF00018","P16333"
"313","O43708","LIG_SH3_2","PF00018","P16333"
"314","Q9UKT9","LIG_SH3_3","PF00018","P16333"
"315","Q13620","LIG_SH3_3","PF00018","P16333"
"316","P30260","LIG_SH3_2","PF00018","P16333"
"317","Q7L4P6","LIG_SH3_3","PF00018","P16333"
"318","Q5S007","LIG_SH3_3","PF00018","P16333"
"319","P41970","LIG_SH3_2","PF00018","P16333"
"320","P03466","LIG_SH3_3","PF00018","P16333"
"321","O75369","LIG_SH3_3","PF00018","P16333"
"322","Q14008","LIG_SH3_2","PF00018","P16333"
"323","O43493","LIG_SH3_3","PF00018","P16333"
"324","P27816","LIG_SH3_3","PF00018","P16333"
"325","Q9NYQ7","LIG_SH3_2","PF00018","P16333"
"326","Q9UBX2","LIG_SH3_3","PF00018","P16333"
"327","Q9UMN6","LIG_SH3_1","PF00018","P16333"
"328","A6NEM1","LIG_SH3_1","PF00018","P16333"
"329","P08047","LIG_SH3_1","PF00018","P16333"
"330","O75326","LIG_SH3_1","PF00018","P16333"
"331","P10412","LIG_SH3_1","PF00018","P16333"
"332","Q96HZ4","LIG_SH3_1","PF00018","P16333"
"333","Q08499","LIG_SH3_1","PF00018","P16333"
"334","Q6IC98","LIG_SH3_1","PF00018","P16333"
"335","O00471","LIG_SH3_1","PF00018","P16333"
"336","P15173","LIG_SH3_1","PF00018","P16333"
"337","O75326","LIG_SH3_2","PF00018","P16333"
"338","Q5JR12","LIG_SH3_3","PF00018","P16333"
"339","O75326","LIG_SH3_3","PF00018","P16333"
"340","O00471","LIG_SH3_3","PF00018","P16333"
"341","P42224","LIG_SH3_3","PF00018","P16333"
"342","P37198","LIG_SH3_3","PF00018","P16333"
"343","Q9UJY4","LIG_SH3_3","PF00018","P16333"
"344","O43586","LIG_SH3_3","PF00018","P16333"
"345","Q15746","LIG_SH3_3","PF00018","P16333"
"346","Q96SW2","LIG_SH3_3","PF00018","P16333"
"347","Q9UK41","LIG_SH3_3","PF00018","P16333"
"348","Q5JUK2","LIG_SH3_3","PF00018","P16333"
"349","Q14008","LIG_SH3_3","PF00018","P16333"
"350","P38936","LIG_SH3_3","PF00018","P16333"
"351","O00294","LIG_SH3_3","PF00018","P16333"
"352","O75593","LIG_SH3_3","PF00018","P16333"
"353","Q63ZY3","LIG_SH3_3","PF00018","P16333"
"354","Q9P2K3","LIG_SH3_3","PF00018","P16333"
"355","Q9BVN2","LIG_SH3_3","PF00018","P16333"
"356","Q76N32","LIG_SH3_3","PF00018","P16333"
"357","Q8TAB5","LIG_SH3_3","PF00018","P16333"
"358","P78345","LIG_SH3_3","PF00018","P16333"
"359","Q9H2L5","LIG_SH3_3","PF00018","P16333"
"360","P53367","LIG_SH3_3","PF00018","P16333"
"361","Q13480","LIG_SH3_3","PF00018","P16333"
"362","P59942","LIG_SH3_3","PF00018","P16333"
"363","O00443","LIG_SH3_1","PF00018","P16333"
"364","Q14145","LIG_SH3_1","PF00018","P16333"
"365","P03466","LIG_SH3_1","PF00018","P16333"
"366","P15586","LIG_SH3_1","PF00018","P16333"
"367","Q9P0W2","LIG_SH3_1","PF00018","P16333"
"368","P42224","LIG_SH3_1","PF00018","P16333"
"369","P78345","LIG_SH3_1","PF00018","P16333"
"370","Q9UBX2","LIG_SH3_1","PF00018","P16333"
"371","Q9NZV5","LIG_SH3_1","PF00018","P16333"
"372","Q8NCU1","LIG_SH3_1","PF00018","P16333"
"373","P52272","LIG_SH3_1","PF00018","P16333"
"374","Q05513","LIG_SH3_1","PF00018","P16333"
"375","P38936","LIG_SH3_1","PF00018","P16333"
"376","Q9P0W2","LIG_SH3_3","PF00018","P16333"
"377","Q9H8V3","LIG_SH3_3","PF00018","P16333"
"378","Q9NZV5","LIG_SH3_3","PF00018","P16333"
"379","O43493","LIG_SH3_2","PF00018","P16333"
"380","P04296","LIG_SH3_3","PF00018","P16333"
"381","Q86VM9","LIG_SH3_3","PF00018","P16333"
"382","Q9Y4K4","LIG_SH3_2","PF00018","P16333"
"383","P11387","LIG_SH3_3","PF00018","P16333"
"384","Q6PI77","LIG_SH3_3","PF00018","P16333"
"385","P78345","LIG_SH3_2","PF00018","P16333"
"386","O43521","LIG_SH3_3","PF00018","P16333"
"387","Q9UPX8","LIG_SH3_3","PF00018","P16333"
"388","Q99259","LIG_SH3_3","PF00018","P16333"
"389","P04487","LIG_SH3_3","PF00018","P16333"
"390","Q8N5M1","LIG_SH3_3","PF00018","P16333"
"391","O15117","LIG_SH3_3","PF00018","P16333"
"392","Q99816","LIG_SH3_3","PF00018","P16333"
"393","Q96HZ4","LIG_SH3_3","PF00018","P16333"
"394","Q6PJG6","LIG_SH3_3","PF00018","P16333"
"395","Q90VU7","LIG_SH3_2","PF00018","P16333"
"396","Q8AZK7","LIG_SH3_2","PF00018","P16333"
"397","Q92918","LIG_SH3_2","PF00018","P16333"
"398","P42684","LIG_SH3_2","PF00018","P16333"
"399","P43699","LIG_SH3_2","PF00018","P16333"
"400","Q9UMN6","LIG_SH3_2","PF00018","P16333"
"401","Q9UQ26","LIG_SH3_2","PF00018","P16333"
"402","Q5HYW2","LIG_SH3_2","PF00018","P16333"
"403","Q13905","LIG_SH3_2","PF00018","P16333"
"404","P38936","LIG_SH3_2","PF00018","P16333"
"405","Q13191","LIG_SH3_2","PF00018","P16333"
"406","Q9UBN7","LIG_SH3_2","PF00018","P16333"
"407","P08047","LIG_SH3_2","PF00018","P16333"
"408","Q9NQ76","LIG_SH3_2","PF00018","P16333"
"409","Q9H222","LIG_SH3_2","PF00018","P16333"
"410","Q08499","LIG_SH3_3","PF00018","P16333"
"411","Q92988","LIG_SH3_2","PF00018","P16333"
"412","Q9BQ89","LIG_SH3_2","PF00018","P16333"
"413","A0A0A0MR80","LIG_SH3_3","PF00018","P16333"
"414","Q07889","LIG_SH3_2","PF00018","P16333"
"415","O60566","LIG_SH3_2","PF00018","P16333"
"416","O75369","LIG_SH3_2","PF00018","P16333"
"417","P53365","LIG_SH3_3","PF00018","P16333"
"418","Q9ULD4","LIG_SH3_2","PF00018","P16333"
"419","P00519","LIG_SH3_2","PF00018","P16333"
"420","O00294","LIG_SH3_2","PF00018","P16333"
"421","P53365","LIG_SH3_1","PF00018","P16333"
"422","Q9NZV5","LIG_SH3_2","PF00018","P16333"
"423","Q07890","LIG_SH3_2","PF00018","P16333"
"424","P30626","LIG_SH3_1","PF00018","P16333"
"425","Q9ULH1","LIG_SH3_2","PF00018","P16333"
"426","Q9UHD9","LIG_SH3_2","PF00018","P16333"
"427","P59942","LIG_SH3_1","PF00018","P16333"
"428","O75593","LIG_SH3_2","PF00018","P16333"
"429","Q9H9L3","LIG_SH3_2","PF00018","P16333"
"430","A6NK89","LIG_SH3_3","PF00018","P16333"
"431","Q96LT7","LIG_SH3_3","PF00018","P16333"
"432","Q15746","LIG_SH3_2","PF00018","P16333"
"433","P43699","LIG_SH3_3","PF00018","P16333"
"434","P08123","LIG_SH3_3","PF00018","P16333"
"435","Q8IZD9","LIG_SH3_2","PF00018","P16333"
"436","O95816","LIG_SH3_3","PF00018","P16333"
"437","P10412","LIG_SH3_3","PF00018","P16333"
"438","O00750","LIG_SH3_2","PF00018","P16333"
"439","Q9H9H4","LIG_SH3_3","PF00018","P16333"
"440","Q05513","LIG_SH3_3","PF00018","P16333"
"441","P26373","LIG_SH3_2","PF00018","P16333"
"442","Q99619","LIG_SH3_3","PF00018","P16333"
"443","Q96T58","LIG_SH3_2","PF00018","P16333"
"444","P10412","LIG_SH3_2","PF00018","P16333"
"445","Q9NRD5","LIG_SH3_3","PF00018","P16333"
"446","Q13480","LIG_SH3_2","PF00018","P16333"
"447","Q8TB24","LIG_SH3_2","PF00018","P16333"
"448","P30260","LIG_SH3_3","PF00018","P16333"
"449","Q9Y4H4","LIG_SH3_3","PF00018","P16333"
"450","Q99259","LIG_SH3_2","PF00018","P16333"
"451","Q04725","LIG_SH3_3","PF00018","P16333"
"452","Q7Z6V5","LIG_SH3_3","PF00018","P16333"
"453","P27816","LIG_SH3_2","PF00018","P16333"
"454","P56817","LIG_SH3_3","PF00018","P16333"
"455","O60941","LIG_SH3_3","PF00018","P16333"
"456","Q7Z6V5","LIG_SH3_1","PF00018","P16333"
"457","Q9NZI8","LIG_SH3_3","PF00018","P16333"
"458","Q548N1","LIG_SH3_3","PF00018","P16333"
"459","P03188","LIG_SH3_3","PF00018","P16333"
"460","Q96B67","LIG_SH3_3","PF00018","P16333"
"461","P53367","LIG_SH3_1","PF00018","P16333"
"462","P15586","LIG_SH3_2","PF00018","P16333"
"463","Q9BVN2","LIG_SH3_1","PF00018","P16333"
"464","Q9H3P2","LIG_SH3_3","PF00018","P16333"
"465","P40199","LIG_SH3_3","PF00018","P16333"
"466","O75369","LIG_SH3_1","PF00018","P16333"
"467","Q5JXC2","LIG_SH3_3","PF00018","P16333"
"468","P08393","LIG_SH3_2","PF00018","P16333"
"469","Q8N4L8","LIG_SH3_3","PF00018","P16333"
"470","Q969G3","LIG_SH3_3","PF00018","P16333"
"471","O60885","LIG_SH3_2","PF00018","P16333"
"472","O15117","LIG_SH3_2","PF00018","P16333"
"473","Q9H9F9","LIG_SH3_3","PF00018","P16333"
