"","mProtein","Motif","Domain","dProtein"
"192","Q15102","MOD_CK2_1","PF00069","Q9BWU1"
"193","P49411","MOD_CK2_1","PF00069","Q5S007"
"194","P49411","MOD_CK2_1","PF00069","Q9BWU1"
"195","P26640","MOD_CK2_1","PF00069","Q5S007"
"196","P26640","MOD_CK2_1","PF00069","Q9BWU1"
"197","P46940","MOD_CK2_1","PF00069","Q5S007"
"198","P46940","MOD_CK2_1","PF00069","Q9BWU1"
"199","Q9NX63","MOD_CK2_1","PF00069","Q5S007"
"200","Q9NX63","MOD_CK2_1","PF00069","Q9BWU1"
"201","O00232","MOD_CK2_1","PF00069","Q5S007"
"202","O00232","MOD_CK2_1","PF00069","Q9BWU1"
"203","Q6PKG0","MOD_CK2_1","PF00069","Q5S007"
"204","Q6PKG0","MOD_CK2_1","PF00069","Q9BWU1"
"205","Q9UPN3","MOD_CK2_1","PF00069","Q5S007"
"206","Q9UPN3","MOD_CK2_1","PF00069","Q9BWU1"
"207","Q00059","MOD_CK2_1","PF00069","Q5S007"
"208","Q00059","MOD_CK2_1","PF00069","Q9BWU1"
"209","P61981","MOD_CK2_1","PF00069","Q5S007"
"210","P61981","MOD_CK2_1","PF00069","Q9BWU1"
"211","P26038","MOD_CK2_1","PF00069","Q5S007"
"212","P26038","MOD_CK2_1","PF00069","Q9BWU1"
"213","P78527","MOD_CK2_1","PF00069","Q5S007"
"214","P78527","MOD_CK2_1","PF00069","Q9BWU1"
"215","P21912","MOD_CK2_1","PF00069","Q5S007"
"216","P21912","MOD_CK2_1","PF00069","Q9BWU1"
"217","O75146","MOD_CK2_1","PF00069","Q5S007"
"218","O75146","MOD_CK2_1","PF00069","Q9BWU1"
"219","P13612","MOD_CK2_1","PF00069","Q5S007"
"220","P13612","MOD_CK2_1","PF00069","Q9BWU1"
"221","Q15181","MOD_CK2_1","PF00069","Q5S007"
"222","Q15181","MOD_CK2_1","PF00069","Q9BWU1"
"223","Q13310","MOD_CK2_1","PF00069","Q5S007"
"224","Q13310","MOD_CK2_1","PF00069","Q9BWU1"
"225","Q9NU22","MOD_CK2_1","PF00069","Q5S007"
"226","Q9NU22","MOD_CK2_1","PF00069","Q9BWU1"
"227","P08238","MOD_CK2_1","PF00069","Q5S007"
"228","P08238","MOD_CK2_1","PF00069","Q9BWU1"
"229","P09668","MOD_CK2_1","PF00069","Q5S007"
"230","P09668","MOD_CK2_1","PF00069","Q9BWU1"
"231","O43148","MOD_PKA_1","PF00069","Q5S007"
"232","O43148","MOD_PKA_1","PF00069","Q9BWU1"
"233","Q9HAN9","MOD_PKA_1","PF00069","Q5S007"
"234","Q9HAN9","MOD_PKA_1","PF00069","Q9BWU1"
"235","P46695","MOD_PKA_1","PF00069","Q5S007"
"236","P46695","MOD_PKA_1","PF00069","Q9BWU1"
"237","Q92993","MOD_PKA_1","PF00069","Q5S007"
"238","Q92993","MOD_PKA_1","PF00069","Q9BWU1"
"239","Q16594","MOD_PKA_1","PF00069","Q5S007"
"240","Q16594","MOD_PKA_1","PF00069","Q9BWU1"
"241","P05412","MOD_PKA_1","PF00069","Q5S007"
"242","P05412","MOD_PKA_1","PF00069","Q9BWU1"
"243","P47712","MOD_PKA_1","PF00069","Q5S007"
"244","P47712","MOD_PKA_1","PF00069","Q9BWU1"
"245","Q92688","MOD_PKA_1","PF00069","Q5S007"
"246","Q92688","MOD_PKA_1","PF00069","Q9BWU1"
"247","P02545","MOD_PKA_1","PF00069","Q5S007"
"248","P02545","MOD_PKA_1","PF00069","Q9BWU1"
"249","Q96EB6","MOD_PKA_1","PF00069","Q5S007"
"250","Q96EB6","MOD_PKA_1","PF00069","Q9BWU1"
"251","P78545","MOD_PKA_1","PF00069","Q5S007"
"252","P78545","MOD_PKA_1","PF00069","Q9BWU1"
"253","Q96C86","MOD_PKA_1","PF00069","Q5S007"
"254","Q96C86","MOD_PKA_1","PF00069","Q9BWU1"
"255","P51531","MOD_PKA_1","PF00069","Q5S007"
"256","P51531","MOD_PKA_1","PF00069","Q9BWU1"
"257","Q96L73","MOD_PKA_1","PF00069","Q5S007"
"258","Q96L73","MOD_PKA_1","PF00069","Q9BWU1"
"259","P26641","MOD_CK2_1","PF00069","Q5S007"
"260","P26641","MOD_CK2_1","PF00069","Q9BWU1"
"261","P35658","MOD_CK2_1","PF00069","Q5S007"
"262","P35658","MOD_CK2_1","PF00069","Q9BWU1"
"263","P52597","MOD_CK2_1","PF00069","Q5S007"
"264","P52597","MOD_CK2_1","PF00069","Q9BWU1"
"265","Q16643","MOD_CK2_1","PF00069","Q5S007"
"266","Q16643","MOD_CK2_1","PF00069","Q9BWU1"
"267","O43395","MOD_CK2_1","PF00069","Q5S007"
"268","O43395","MOD_CK2_1","PF00069","Q9BWU1"
"269","P50552","MOD_CK2_1","PF00069","Q5S007"
"270","P50552","MOD_CK2_1","PF00069","Q9BWU1"
"271","P35908","MOD_CK2_1","PF00069","Q5S007"
"272","P35908","MOD_CK2_1","PF00069","Q9BWU1"
"273","Q14566","MOD_CK2_1","PF00069","Q5S007"
"274","Q14566","MOD_CK2_1","PF00069","Q9BWU1"
"275","P18206","MOD_CK2_1","PF00069","Q5S007"
"276","P18206","MOD_CK2_1","PF00069","Q9BWU1"
"277","P07814","MOD_CK2_1","PF00069","Q5S007"
"278","P07814","MOD_CK2_1","PF00069","Q9BWU1"
"279","Q9UKD2","MOD_CK2_1","PF00069","Q5S007"
"280","Q9UKD2","MOD_CK2_1","PF00069","Q9BWU1"
"281","Q96QK1","MOD_CK2_1","PF00069","Q5S007"
"282","Q96QK1","MOD_CK2_1","PF00069","Q9BWU1"
"283","P05109","MOD_CK2_1","PF00069","Q5S007"
"284","P05109","MOD_CK2_1","PF00069","Q9BWU1"
"285","Q9ULH0","MOD_CK2_1","PF00069","Q5S007"
"286","Q9ULH0","MOD_CK2_1","PF00069","Q9BWU1"
"287","P55884","MOD_CK2_1","PF00069","Q5S007"
"288","P55884","MOD_CK2_1","PF00069","Q9BWU1"
"289","P16949","MOD_CK2_1","PF00069","Q5S007"
"290","P16949","MOD_CK2_1","PF00069","Q9BWU1"
"291","Q9UKM9","MOD_CK2_1","PF00069","Q5S007"
"292","Q9UKM9","MOD_CK2_1","PF00069","Q9BWU1"
"293","P07384","MOD_CK2_1","PF00069","Q5S007"
"294","P07384","MOD_CK2_1","PF00069","Q9BWU1"
"295","P06493","MOD_CK2_1","PF00069","Q5S007"
"296","P06493","MOD_CK2_1","PF00069","Q9BWU1"
"297","Q6P2Q9","MOD_CK2_1","PF00069","Q5S007"
"298","Q6P2Q9","MOD_CK2_1","PF00069","Q9BWU1"
"299","P41252","MOD_CK2_1","PF00069","Q5S007"
"300","P41252","MOD_CK2_1","PF00069","Q9BWU1"
"301","P48444","MOD_CK2_1","PF00069","Q5S007"
"302","P48444","MOD_CK2_1","PF00069","Q9BWU1"
"303","O00567","MOD_CK2_1","PF00069","Q5S007"
"304","O00567","MOD_CK2_1","PF00069","Q9BWU1"
"305","P54577","MOD_CK2_1","PF00069","Q5S007"
"306","P54577","MOD_CK2_1","PF00069","Q9BWU1"
"307","P62913","MOD_CK2_1","PF00069","Q5S007"
"308","P62913","MOD_CK2_1","PF00069","Q9BWU1"
"309","Q92614","MOD_CK2_1","PF00069","Q5S007"
"310","Q92614","MOD_CK2_1","PF00069","Q9BWU1"
"311","Q7L2E3","MOD_CK2_1","PF00069","Q5S007"
"312","Q7L2E3","MOD_CK2_1","PF00069","Q9BWU1"
"313","P35579","MOD_CK2_1","PF00069","Q5S007"
"314","P35579","MOD_CK2_1","PF00069","Q9BWU1"
"315","P43405","MOD_CK2_1","PF00069","Q5S007"
"316","P43405","MOD_CK2_1","PF00069","Q9BWU1"
"317","Q8TC07","MOD_CK2_1","PF00069","Q5S007"
"318","Q8TC07","MOD_CK2_1","PF00069","Q9BWU1"
"319","P49915","MOD_CK2_1","PF00069","Q5S007"
"320","P49915","MOD_CK2_1","PF00069","Q9BWU1"
"321","P84098","MOD_CK2_1","PF00069","Q5S007"
"322","P84098","MOD_CK2_1","PF00069","Q9BWU1"
"323","Q13148","LIG_ULM_U2AF65_1","PF00076","P52298"
"324","Q13148","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"325","O60248","LIG_ULM_U2AF65_1","PF00076","P52298"
"326","O60248","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"327","O95947","LIG_ULM_U2AF65_1","PF00076","P52298"
"328","O95947","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"329","Q92993","LIG_ULM_U2AF65_1","PF00076","P52298"
"330","Q92993","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"331","Q92688","LIG_ULM_U2AF65_1","PF00076","P52298"
"332","Q92688","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"333","Q8NI77","LIG_ULM_U2AF65_1","PF00076","P52298"
"334","Q8NI77","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"335","Q96C86","LIG_ULM_U2AF65_1","PF00076","P52298"
"336","Q96C86","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"337","O60927","LIG_ULM_U2AF65_1","PF00076","P52298"
"338","O60927","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"339","Q86UW9","LIG_ULM_U2AF65_1","PF00076","P52298"
"340","Q86UW9","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"341","O43148","LIG_ULM_U2AF65_1","PF00076","P52298"
"342","O43148","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"343","B4DE54","LIG_ULM_U2AF65_1","PF00076","P52298"
"344","B4DE54","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"345","Q9NWS0","LIG_ULM_U2AF65_1","PF00076","P52298"
"346","Q9NWS0","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"347","O94763","LIG_ULM_U2AF65_1","PF00076","P52298"
"348","O94763","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"349","Q9Y2K7","LIG_ULM_U2AF65_1","PF00076","P52298"
"350","Q9Y2K7","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"351","P20700","LIG_ULM_U2AF65_1","PF00076","P52298"
"352","P20700","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"353","Q96EB6","LIG_ULM_U2AF65_1","PF00076","P52298"
"354","Q96EB6","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"355","Q12972","LIG_ULM_U2AF65_1","PF00076","P52298"
"356","Q12972","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"357","P05412","LIG_ULM_U2AF65_1","PF00076","P52298"
"358","P05412","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"359","Q93074","LIG_ULM_U2AF65_1","PF00076","P52298"
"360","Q93074","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"361","Q9HAN9","LIG_ULM_U2AF65_1","PF00076","P52298"
"362","Q9HAN9","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"363","O75448","LIG_ULM_U2AF65_1","PF00076","P52298"
"364","O75448","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"365","Q13547","LIG_ULM_U2AF65_1","PF00076","P52298"
"366","Q13547","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"367","Q99459","LIG_ULM_U2AF65_1","PF00076","P52298"
"368","Q99459","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"369","Q6GQQ9","LIG_ULM_U2AF65_1","PF00076","P52298"
"370","Q6GQQ9","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"371","Q15637","LIG_ULM_U2AF65_1","PF00076","P52298"
"372","Q15637","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"373","Q5S007","LIG_ULM_U2AF65_1","PF00076","P52298"
"374","Q5S007","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"375","P46695","LIG_ULM_U2AF65_1","PF00076","P52298"
"376","P46695","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"377","Q69YH5","LIG_ULM_U2AF65_1","PF00076","P52298"
"378","Q69YH5","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"379","X5D778","LIG_ULM_U2AF65_1","PF00076","P52298"
"380","X5D778","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"381","Q96T49","LIG_ULM_U2AF65_1","PF00076","P52298"
"382","Q96T49","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"383","P46087","LIG_ULM_U2AF65_1","PF00076","P52298"
"384","P46087","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"385","O95402","LIG_ULM_U2AF65_1","PF00076","P52298"
"386","O95402","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"387","O60885","LIG_ULM_U2AF65_1","PF00076","P52298"
"388","O60885","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"389","P51531","LIG_ULM_U2AF65_1","PF00076","P52298"
"390","P51531","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"391","O75586","LIG_ULM_U2AF65_1","PF00076","P52298"
"392","O75586","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"393","Q96L73","LIG_ULM_U2AF65_1","PF00076","P52298"
"394","Q96L73","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"395","O75603","LIG_ULM_U2AF65_1","PF00076","P52298"
"396","O75603","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"397","Q9Y3C7","LIG_ULM_U2AF65_1","PF00076","P52298"
"398","Q9Y3C7","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"399","Q53EL6","LIG_ULM_U2AF65_1","PF00076","P52298"
"400","Q53EL6","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"401","P28331","LIG_ULM_U2AF65_1","PF00076","P52298"
"402","P28331","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"403","Q15648","LIG_ULM_U2AF65_1","PF00076","P52298"
"404","Q15648","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"405","Q9BUI4","LIG_ULM_U2AF65_1","PF00076","P52298"
"406","Q9BUI4","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"407","O43513","LIG_ULM_U2AF65_1","PF00076","P52298"
"408","O43513","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"409","Q14684","LIG_ULM_U2AF65_1","PF00076","P52298"
"410","Q14684","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"411","P78545","LIG_ULM_U2AF65_1","PF00076","P52298"
"412","P78545","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"413","Q9Y2X0","LIG_ULM_U2AF65_1","PF00076","P52298"
"414","Q9Y2X0","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"415","P47712","LIG_ULM_U2AF65_1","PF00076","P52298"
"416","P47712","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"417","Q16594","LIG_ULM_U2AF65_1","PF00076","P52298"
"418","Q16594","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"419","Q96QC0","LIG_ULM_U2AF65_1","PF00076","P52298"
"420","Q96QC0","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"421","P78424","LIG_ULM_U2AF65_1","PF00076","P52298"
"422","P78424","LIG_ULM_U2AF65_1","PF00076","Q9NZI8"
"423","Q9NVC6","LIG_ULM_U2AF65_1","PF00076","P52298"
