"","mProtein","Motif","Domain","dProtein"
"192","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q9Y572"
"193","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q5S007"
"194","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q07002"
"195","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q13188"
"196","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P31749"
"197","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q16512"
"198","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q9BWU1"
"199","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q9P286"
"200","P05412","DOC_MAPK_NFAT4_5","PF00069","Q9Y572"
"201","P05412","DOC_MAPK_NFAT4_5","PF00069","Q5S007"
"202","P05412","DOC_MAPK_NFAT4_5","PF00069","Q07002"
"203","P05412","DOC_MAPK_NFAT4_5","PF00069","Q13188"
"204","P05412","DOC_MAPK_NFAT4_5","PF00069","P31749"
"205","P05412","DOC_MAPK_NFAT4_5","PF00069","Q16512"
"206","P05412","DOC_MAPK_NFAT4_5","PF00069","Q9BWU1"
"207","P05412","DOC_MAPK_NFAT4_5","PF00069","Q9P286"
"208","P43146","DOC_MAPK_DCC_7","PF00069","Q9Y572"
"209","P43146","DOC_MAPK_DCC_7","PF00069","Q5S007"
"210","P43146","DOC_MAPK_DCC_7","PF00069","Q07002"
"211","P43146","DOC_MAPK_DCC_7","PF00069","Q13188"
"212","P43146","DOC_MAPK_DCC_7","PF00069","P31749"
"213","P43146","DOC_MAPK_DCC_7","PF00069","Q16512"
"214","P43146","DOC_MAPK_DCC_7","PF00069","Q9BWU1"
"215","P43146","DOC_MAPK_DCC_7","PF00069","Q9P286"
"216","Q15418","DOC_MAPK_RevD_3","PF00069","Q9Y572"
"217","Q15418","DOC_MAPK_RevD_3","PF00069","Q5S007"
"218","Q15418","DOC_MAPK_RevD_3","PF00069","Q07002"
"219","Q15418","DOC_MAPK_RevD_3","PF00069","Q13188"
"220","Q15418","DOC_MAPK_RevD_3","PF00069","P31749"
"221","Q15418","DOC_MAPK_RevD_3","PF00069","Q16512"
"222","Q15418","DOC_MAPK_RevD_3","PF00069","Q9BWU1"
"223","Q15418","DOC_MAPK_RevD_3","PF00069","Q9P286"
"224","Q00987","MOD_PKB_1","PF00069","Q9Y572"
"225","Q00987","MOD_PKB_1","PF00069","Q5S007"
"226","Q00987","MOD_PKB_1","PF00069","Q07002"
"227","Q00987","MOD_PKB_1","PF00069","Q13188"
"228","Q00987","MOD_PKB_1","PF00069","P31749"
"229","Q00987","MOD_PKB_1","PF00069","Q16512"
"230","Q00987","MOD_PKB_1","PF00069","Q9BWU1"
"231","Q00987","MOD_PKB_1","PF00069","Q9P286"
"232","P38936","MOD_PKB_1","PF00069","Q9Y572"
"233","P38936","MOD_PKB_1","PF00069","Q5S007"
"234","P38936","MOD_PKB_1","PF00069","Q07002"
"235","P38936","MOD_PKB_1","PF00069","Q13188"
"236","P38936","MOD_PKB_1","PF00069","P31749"
"237","P38936","MOD_PKB_1","PF00069","Q16512"
"238","P38936","MOD_PKB_1","PF00069","Q9BWU1"
"239","P38936","MOD_PKB_1","PF00069","Q9P286"
"240","P01106","MOD_ProDKin_1","PF00069","Q9Y572"
"241","P01106","MOD_ProDKin_1","PF00069","Q5S007"
"242","P01106","MOD_ProDKin_1","PF00069","Q07002"
"243","P01106","MOD_ProDKin_1","PF00069","Q13188"
"244","P01106","MOD_ProDKin_1","PF00069","P31749"
"245","P01106","MOD_ProDKin_1","PF00069","Q16512"
"246","P01106","MOD_ProDKin_1","PF00069","Q9BWU1"
"247","P01106","MOD_ProDKin_1","PF00069","Q9P286"
"248","Q96KQ4","MOD_LATS_1","PF00069","Q9Y572"
"249","Q96KQ4","MOD_LATS_1","PF00069","Q5S007"
"250","Q96KQ4","MOD_LATS_1","PF00069","Q07002"
"251","Q96KQ4","MOD_LATS_1","PF00069","Q13188"
"252","Q96KQ4","MOD_LATS_1","PF00069","P31749"
"253","Q96KQ4","MOD_LATS_1","PF00069","Q16512"
"254","Q96KQ4","MOD_LATS_1","PF00069","Q9BWU1"
"255","Q96KQ4","MOD_LATS_1","PF00069","Q9P286"
"256","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q9Y572"
"257","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q5S007"
"258","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q07002"
"259","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q13188"
"260","Q0VD86","MOD_CDK_SPxxK_3","PF00069","P31749"
"261","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q16512"
"262","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q9BWU1"
"263","Q0VD86","MOD_CDK_SPxxK_3","PF00069","Q9P286"
"264","P04637","MOD_CK1_1","PF00069","Q9Y572"
"265","P04637","MOD_CK1_1","PF00069","Q5S007"
"266","P04637","MOD_CK1_1","PF00069","Q07002"
"267","P04637","MOD_CK1_1","PF00069","Q13188"
"268","P04637","MOD_CK1_1","PF00069","P31749"
"269","P04637","MOD_CK1_1","PF00069","Q16512"
"270","P04637","MOD_CK1_1","PF00069","Q9BWU1"
"271","P04637","MOD_CK1_1","PF00069","Q9P286"
"272","P01106","MOD_GSK3_1","PF00069","Q9Y572"
"273","P01106","MOD_GSK3_1","PF00069","Q5S007"
"274","P01106","MOD_GSK3_1","PF00069","Q07002"
"275","P01106","MOD_GSK3_1","PF00069","Q13188"
"276","P01106","MOD_GSK3_1","PF00069","P31749"
"277","P01106","MOD_GSK3_1","PF00069","Q16512"
"278","P01106","MOD_GSK3_1","PF00069","Q9BWU1"
"279","P01106","MOD_GSK3_1","PF00069","Q9P286"
"280","P06400","MOD_CDK_SPK_2","PF00069","Q9Y572"
"281","P06400","MOD_CDK_SPK_2","PF00069","Q5S007"
"282","P06400","MOD_CDK_SPK_2","PF00069","Q07002"
"283","P06400","MOD_CDK_SPK_2","PF00069","Q13188"
"284","P06400","MOD_CDK_SPK_2","PF00069","P31749"
"285","P06400","MOD_CDK_SPK_2","PF00069","Q16512"
"286","P06400","MOD_CDK_SPK_2","PF00069","Q9BWU1"
"287","P06400","MOD_CDK_SPK_2","PF00069","Q9P286"
"288","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q9Y572"
"289","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q5S007"
"290","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q07002"
"291","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q13188"
"292","Q53EZ4","MOD_CDK_SPK_2","PF00069","P31749"
"293","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q16512"
"294","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q9BWU1"
"295","Q53EZ4","MOD_CDK_SPK_2","PF00069","Q9P286"
"296","P26358","MOD_CDK_SPK_2","PF00069","Q9Y572"
"297","P26358","MOD_CDK_SPK_2","PF00069","Q5S007"
"298","P26358","MOD_CDK_SPK_2","PF00069","Q07002"
"299","P26358","MOD_CDK_SPK_2","PF00069","Q13188"
"300","P26358","MOD_CDK_SPK_2","PF00069","P31749"
"301","P26358","MOD_CDK_SPK_2","PF00069","Q16512"
"302","P26358","MOD_CDK_SPK_2","PF00069","Q9BWU1"
"303","P26358","MOD_CDK_SPK_2","PF00069","Q9P286"
"304","P06400","MOD_CDK_SPxK_1","PF00069","Q9Y572"
"305","P06400","MOD_CDK_SPxK_1","PF00069","Q5S007"
"306","P06400","MOD_CDK_SPxK_1","PF00069","Q07002"
"307","P06400","MOD_CDK_SPxK_1","PF00069","Q13188"
"308","P06400","MOD_CDK_SPxK_1","PF00069","P31749"
"309","P06400","MOD_CDK_SPxK_1","PF00069","Q16512"
"310","P06400","MOD_CDK_SPxK_1","PF00069","Q9BWU1"
"311","P06400","MOD_CDK_SPxK_1","PF00069","Q9P286"
"312","Q12959","MOD_CDK_SPxK_1","PF00069","Q9Y572"
"313","Q12959","MOD_CDK_SPxK_1","PF00069","Q5S007"
"314","Q12959","MOD_CDK_SPxK_1","PF00069","Q07002"
"315","Q12959","MOD_CDK_SPxK_1","PF00069","Q13188"
"316","Q12959","MOD_CDK_SPxK_1","PF00069","P31749"
"317","Q12959","MOD_CDK_SPxK_1","PF00069","Q16512"
"318","Q12959","MOD_CDK_SPxK_1","PF00069","Q9BWU1"
"319","Q12959","MOD_CDK_SPxK_1","PF00069","Q9P286"
"320","P04049","MOD_PKB_1","PF00069","Q9Y572"
"321","P04049","MOD_PKB_1","PF00069","Q5S007"
"322","P04049","MOD_PKB_1","PF00069","Q07002"
"323","P04049","MOD_PKB_1","PF00069","Q13188"
"324","P04049","MOD_PKB_1","PF00069","P31749"
"325","P04049","MOD_PKB_1","PF00069","Q16512"
"326","P04049","MOD_PKB_1","PF00069","Q9BWU1"
"327","P04049","MOD_PKB_1","PF00069","Q9P286"
"328","P04637","MOD_GSK3_1","PF00069","Q9Y572"
"329","P04637","MOD_GSK3_1","PF00069","Q5S007"
"330","P04637","MOD_GSK3_1","PF00069","Q07002"
"331","P04637","MOD_GSK3_1","PF00069","Q13188"
"332","P04637","MOD_GSK3_1","PF00069","P31749"
"333","P04637","MOD_GSK3_1","PF00069","Q16512"
"334","P04637","MOD_GSK3_1","PF00069","Q9BWU1"
"335","P04637","MOD_GSK3_1","PF00069","Q9P286"
"336","P41212","MOD_ProDKin_1","PF00069","Q9Y572"
"337","P41212","MOD_ProDKin_1","PF00069","Q5S007"
"338","P41212","MOD_ProDKin_1","PF00069","Q07002"
"339","P41212","MOD_ProDKin_1","PF00069","Q13188"
"340","P41212","MOD_ProDKin_1","PF00069","P31749"
"341","P41212","MOD_ProDKin_1","PF00069","Q16512"
"342","P41212","MOD_ProDKin_1","PF00069","Q9BWU1"
"343","P41212","MOD_ProDKin_1","PF00069","Q9P286"
"344","P18887","MOD_CK2_1","PF00069","Q9Y572"
"345","P18887","MOD_CK2_1","PF00069","Q5S007"
"346","P18887","MOD_CK2_1","PF00069","Q07002"
"347","P18887","MOD_CK2_1","PF00069","Q13188"
"348","P18887","MOD_CK2_1","PF00069","P31749"
"349","P18887","MOD_CK2_1","PF00069","Q16512"
"350","P18887","MOD_CK2_1","PF00069","Q9BWU1"
"351","P18887","MOD_CK2_1","PF00069","Q9P286"
"352","Q16513","DOC_AGCK_PIF_2","PF00069","Q9Y572"
"353","Q16513","DOC_AGCK_PIF_2","PF00069","Q5S007"
"354","Q16513","DOC_AGCK_PIF_2","PF00069","Q07002"
"355","Q16513","DOC_AGCK_PIF_2","PF00069","Q13188"
"356","Q16513","DOC_AGCK_PIF_2","PF00069","P31749"
"357","Q16513","DOC_AGCK_PIF_2","PF00069","Q16512"
"358","Q16513","DOC_AGCK_PIF_2","PF00069","Q9BWU1"
"359","Q16513","DOC_AGCK_PIF_2","PF00069","Q9P286"
"360","P17612","DOC_AGCK_PIF_3","PF00069","Q9Y572"
"361","P17612","DOC_AGCK_PIF_3","PF00069","Q5S007"
"362","P17612","DOC_AGCK_PIF_3","PF00069","Q07002"
"363","P17612","DOC_AGCK_PIF_3","PF00069","Q13188"
"364","P17612","DOC_AGCK_PIF_3","PF00069","P31749"
"365","P17612","DOC_AGCK_PIF_3","PF00069","Q16512"
"366","P17612","DOC_AGCK_PIF_3","PF00069","Q9BWU1"
"367","P17612","DOC_AGCK_PIF_3","PF00069","Q9P286"
"368","P05412","MOD_GSK3_1","PF00069","Q9Y572"
"369","P05412","MOD_GSK3_1","PF00069","Q5S007"
"370","P05412","MOD_GSK3_1","PF00069","Q07002"
"371","P05412","MOD_GSK3_1","PF00069","Q13188"
"372","P05412","MOD_GSK3_1","PF00069","P31749"
"373","P05412","MOD_GSK3_1","PF00069","Q16512"
"374","P05412","MOD_GSK3_1","PF00069","Q9BWU1"
"375","P05412","MOD_GSK3_1","PF00069","Q9P286"
"376","Q15797","MOD_GSK3_1","PF00069","Q9Y572"
"377","Q15797","MOD_GSK3_1","PF00069","Q5S007"
"378","Q15797","MOD_GSK3_1","PF00069","Q07002"
"379","Q15797","MOD_GSK3_1","PF00069","Q13188"
"380","Q15797","MOD_GSK3_1","PF00069","P31749"
"381","Q15797","MOD_GSK3_1","PF00069","Q16512"
"382","Q15797","MOD_GSK3_1","PF00069","Q9BWU1"
"383","Q15797","MOD_GSK3_1","PF00069","Q9P286"
"384","P26599","MOD_PKA_1","PF00069","Q9Y572"
"385","P26599","MOD_PKA_1","PF00069","Q5S007"
"386","P26599","MOD_PKA_1","PF00069","Q07002"
"387","P26599","MOD_PKA_1","PF00069","Q13188"
"388","P26599","MOD_PKA_1","PF00069","P31749"
"389","P26599","MOD_PKA_1","PF00069","Q16512"
"390","P26599","MOD_PKA_1","PF00069","Q9BWU1"
"391","P26599","MOD_PKA_1","PF00069","Q9P286"
"392","O14777","MOD_NEK2_1","PF00069","Q9Y572"
"393","O14777","MOD_NEK2_1","PF00069","Q5S007"
"394","O14777","MOD_NEK2_1","PF00069","Q07002"
"395","O14777","MOD_NEK2_1","PF00069","Q13188"
"396","O14777","MOD_NEK2_1","PF00069","P31749"
"397","O14777","MOD_NEK2_1","PF00069","Q16512"
"398","O14777","MOD_NEK2_1","PF00069","Q9BWU1"
"399","O14777","MOD_NEK2_1","PF00069","Q9P286"
"400","P05787","MOD_ProDKin_1","PF00069","Q9Y572"
"401","P05787","MOD_ProDKin_1","PF00069","Q5S007"
"402","P05787","MOD_ProDKin_1","PF00069","Q07002"
"403","P05787","MOD_ProDKin_1","PF00069","Q13188"
"404","P05787","MOD_ProDKin_1","PF00069","P31749"
"405","P05787","MOD_ProDKin_1","PF00069","Q16512"
"406","P05787","MOD_ProDKin_1","PF00069","Q9BWU1"
"407","P05787","MOD_ProDKin_1","PF00069","Q9P286"
"408","Q9UJY1","MOD_PKA_2","PF00069","Q9Y572"
"409","Q9UJY1","MOD_PKA_2","PF00069","Q5S007"
"410","Q9UJY1","MOD_PKA_2","PF00069","Q07002"
"411","Q9UJY1","MOD_PKA_2","PF00069","Q13188"
"412","Q9UJY1","MOD_PKA_2","PF00069","P31749"
"413","Q9UJY1","MOD_PKA_2","PF00069","Q16512"
"414","Q9UJY1","MOD_PKA_2","PF00069","Q9BWU1"
"415","Q9UJY1","MOD_PKA_2","PF00069","Q9P286"
