"","mProtein","Motif","Domain","dProtein"
"39","Q14118","LIG_SH2_SRC","PF00017","O00459"
"40","Q14118","LIG_SH2_SRC","PF00017","P08631"
"41","Q14118","LIG_SH2_SRC","PF00017","Q92569"
"42","Q14118","LIG_SH2_SRC","PF00017","P06239"
"43","Q14118","LIG_SH2_SRC","PF00017","P06241"
"44","Q14118","LIG_SH2_SRC","PF00017","P27986"
"45","Q14118","LIG_SH2_SRC","PF00017","P40763"
"46","P12931","LIG_SH2_SRC","PF00017","P12931"
"47","P12931","LIG_SH2_SRC","PF00017","P16333"
"48","P12931","LIG_SH2_SRC","PF00017","O00459"
"49","P12931","LIG_SH2_SRC","PF00017","P08631"
"50","P12931","LIG_SH2_SRC","PF00017","Q92569"
"51","P12931","LIG_SH2_SRC","PF00017","P06239"
"52","P12931","LIG_SH2_SRC","PF00017","P06241"
"53","P12931","LIG_SH2_SRC","PF00017","P27986"
"54","P12931","LIG_SH2_SRC","PF00017","P40763"
"55","Q05397","LIG_SH2_SRC","PF00017","P12931"
"56","Q05397","LIG_SH2_SRC","PF00017","P16333"
"57","Q05397","LIG_SH2_SRC","PF00017","O00459"
"58","Q05397","LIG_SH2_SRC","PF00017","P08631"
"59","Q05397","LIG_SH2_SRC","PF00017","Q92569"
"60","Q05397","LIG_SH2_SRC","PF00017","P06239"
"61","Q05397","LIG_SH2_SRC","PF00017","P06241"
"62","Q05397","LIG_SH2_SRC","PF00017","P27986"
"63","Q05397","LIG_SH2_SRC","PF00017","P40763"
"64","P11912","LIG_TYR_ITAM","PF00017","P12931"
"65","P11912","LIG_TYR_ITAM","PF00017","P16333"
"66","P11912","LIG_TYR_ITAM","PF00017","O00459"
"67","P11912","LIG_TYR_ITAM","PF00017","P08631"
"68","P11912","LIG_TYR_ITAM","PF00017","Q92569"
"69","P11912","LIG_TYR_ITAM","PF00017","P06239"
"70","P11912","LIG_TYR_ITAM","PF00017","P06241"
"71","P11912","LIG_TYR_ITAM","PF00017","P27986"
"72","P11912","LIG_TYR_ITAM","PF00017","P40763"
"73","Q05193","LIG_SH3_2","PF00018","P08631"
"74","Q05193","LIG_SH3_2","PF00018","P12931"
"75","Q05193","LIG_SH3_2","PF00018","P06239"
"76","Q05193","LIG_SH3_2","PF00018","P16333"
"77","Q05193","LIG_SH3_2","PF00018","P06241"
"78","P03495","LIG_SH3_3","PF00018","P08631"
"79","P03495","LIG_SH3_3","PF00018","P12931"
"80","P03495","LIG_SH3_3","PF00018","P06239"
"81","P03495","LIG_SH3_3","PF00018","P16333"
"82","P03495","LIG_SH3_3","PF00018","P06241"
"83","O15350","LIG_SH3_3","PF00018","P08631"
"84","O15350","LIG_SH3_3","PF00018","P12931"
"85","O15350","LIG_SH3_3","PF00018","P06239"
"86","O15350","LIG_SH3_3","PF00018","P16333"
"87","O15350","LIG_SH3_3","PF00018","P06241"
"88","P50542","LIG_Pex14_1","PF00018","P08631"
"89","P50542","LIG_Pex14_1","PF00018","P12931"
"90","P50542","LIG_Pex14_1","PF00018","P06239"
"91","P50542","LIG_Pex14_1","PF00018","P16333"
"92","P50542","LIG_Pex14_1","PF00018","P06241"
"93","P01106","LIG_SH3_2","PF00018","P08631"
"94","P01106","LIG_SH3_2","PF00018","P12931"
"95","P01106","LIG_SH3_2","PF00018","P06239"
"96","P01106","LIG_SH3_2","PF00018","P16333"
"97","P01106","LIG_SH3_2","PF00018","P06241"
"98","Q8IZP0","LIG_SH3_5","PF00018","P08631"
"99","Q8IZP0","LIG_SH3_5","PF00018","P12931"
"100","Q8IZP0","LIG_SH3_5","PF00018","P06239"
"101","Q8IZP0","LIG_SH3_5","PF00018","P16333"
"102","Q8IZP0","LIG_SH3_5","PF00018","P06241"
"103","Q14118","LIG_SH3_3","PF00018","P08631"
"104","Q14118","LIG_SH3_3","PF00018","P12931"
"105","Q14118","LIG_SH3_3","PF00018","P06239"
"106","Q14118","LIG_SH3_3","PF00018","P16333"
"107","Q14118","LIG_SH3_3","PF00018","P06241"
"108","Q07889","LIG_SH3_2","PF00018","P08631"
"109","Q07889","LIG_SH3_2","PF00018","P12931"
"110","Q07889","LIG_SH3_2","PF00018","P06239"
"111","Q07889","LIG_SH3_2","PF00018","P16333"
"112","Q07889","LIG_SH3_2","PF00018","P06241"
"113","P12931","LIG_SH3_4","PF00018","P08631"
"114","P12931","LIG_SH3_4","PF00018","P12931"
"115","P12931","LIG_SH3_4","PF00018","P06239"
"116","P12931","LIG_SH3_4","PF00018","P16333"
"117","P12931","LIG_SH3_4","PF00018","P06241"
"118","Q05397","LIG_SH3_2","PF00018","P08631"
"119","Q05397","LIG_SH3_2","PF00018","P12931"
"120","Q05397","LIG_SH3_2","PF00018","P06239"
"121","Q05397","LIG_SH3_2","PF00018","P16333"
"122","Q05397","LIG_SH3_2","PF00018","P06241"
"123","Q13905","LIG_SH3_2","PF00018","P08631"
"124","Q13905","LIG_SH3_2","PF00018","P12931"
"125","Q13905","LIG_SH3_2","PF00018","P06239"
"126","Q13905","LIG_SH3_2","PF00018","P16333"
"127","Q13905","LIG_SH3_2","PF00018","P06241"
"128","P14598","LIG_SH3_2","PF00018","P08631"
"129","P14598","LIG_SH3_2","PF00018","P12931"
"130","P14598","LIG_SH3_2","PF00018","P06239"
"131","P14598","LIG_SH3_2","PF00018","P16333"
"132","P14598","LIG_SH3_2","PF00018","P06241"
"133","P50570","LIG_SH3_2","PF00018","P08631"
"134","P50570","LIG_SH3_2","PF00018","P12931"
"135","P50570","LIG_SH3_2","PF00018","P06239"
"136","P50570","LIG_SH3_2","PF00018","P16333"
"137","P50570","LIG_SH3_2","PF00018","P06241"
"138","P10636","LIG_SH3_1","PF00018","P08631"
"139","P10636","LIG_SH3_1","PF00018","P12931"
"140","P10636","LIG_SH3_1","PF00018","P06239"
"141","P10636","LIG_SH3_1","PF00018","P16333"
"142","P10636","LIG_SH3_1","PF00018","P06241"
"143","Q06609","LIG_SH3_1","PF00018","P08631"
"144","Q06609","LIG_SH3_1","PF00018","P12931"
"145","Q06609","LIG_SH3_1","PF00018","P06239"
"146","Q06609","LIG_SH3_1","PF00018","P16333"
"147","Q06609","LIG_SH3_1","PF00018","P06241"
"148","Q13153","LIG_SH3_2","PF00018","P08631"
"149","Q13153","LIG_SH3_2","PF00018","P12931"
"150","Q13153","LIG_SH3_2","PF00018","P06239"
"151","Q13153","LIG_SH3_2","PF00018","P16333"
"152","Q13153","LIG_SH3_2","PF00018","P06241"
"153","O43516","LIG_Actin_WH2_1","PF00022","P60709"
"154","P48382","LIG_ANK_PxLPxL_1","PF00023","Q63ZY3"
"155","P56524","LIG_ANK_PxLPxL_1","PF00023","Q63ZY3"
"156","O43815","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"157","Q92698","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"158","O15169","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"159","Q9NWV8","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"160","Q9NRI5","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"161","P54274","DOC_ANK_TNKS_1","PF00023","Q63ZY3"
"162","P09067","LIG_HOMEOBOX","PF00046","O43186"
"163","P09067","LIG_HOMEOBOX","PF00046","Q9H2P0"
"164","P09067","LIG_HOMEOBOX","PF00046","Q6NT76"
"165","P09067","LIG_HOMEOBOX","PF00046","P50222"
"166","P14652","LIG_HOMEOBOX","PF00046","O43186"
"167","P14652","LIG_HOMEOBOX","PF00046","Q9H2P0"
"168","P14652","LIG_HOMEOBOX","PF00046","Q6NT76"
"169","P14652","LIG_HOMEOBOX","PF00046","P50222"
"170","P17509","LIG_HOMEOBOX","PF00046","O43186"
"171","P17509","LIG_HOMEOBOX","PF00046","Q9H2P0"
"172","P17509","LIG_HOMEOBOX","PF00046","Q6NT76"
"173","P17509","LIG_HOMEOBOX","PF00046","P50222"
"174","P49639","LIG_HOMEOBOX","PF00046","O43186"
"175","P49639","LIG_HOMEOBOX","PF00046","Q9H2P0"
"176","P49639","LIG_HOMEOBOX","PF00046","Q6NT76"
"177","P49639","LIG_HOMEOBOX","PF00046","P50222"
"178","P09629","LIG_HOMEOBOX","PF00046","O43186"
"179","P09629","LIG_HOMEOBOX","PF00046","Q9H2P0"
"180","P09629","LIG_HOMEOBOX","PF00046","Q6NT76"
"181","P09629","LIG_HOMEOBOX","PF00046","P50222"
"182","P49768","MOD_CDK_SPxxK_3","PF00069","P45984"
"183","P49768","MOD_CDK_SPxxK_3","PF00069","P24941"
"184","P49768","MOD_CDK_SPxxK_3","PF00069","Q99986"
"185","P49768","MOD_CDK_SPxxK_3","PF00069","Q14164"
"186","P49768","MOD_CDK_SPxxK_3","PF00069","P19784"
"187","P49768","MOD_CDK_SPxxK_3","PF00069","P53350"
"188","P49768","MOD_CDK_SPxxK_3","PF00069","P51617"
"189","P49768","MOD_CDK_SPxxK_3","PF00069","O15111"
"190","P06400","MOD_CDK_SPxK_1","PF00069","P45984"
"191","P06400","MOD_CDK_SPxK_1","PF00069","P24941"
"192","P06400","MOD_CDK_SPxK_1","PF00069","Q99986"
"193","P06400","MOD_CDK_SPxK_1","PF00069","Q14164"
"194","P06400","MOD_CDK_SPxK_1","PF00069","P19784"
"195","P06400","MOD_CDK_SPxK_1","PF00069","P53350"
"196","P06400","MOD_CDK_SPxK_1","PF00069","P51617"
"197","P06400","MOD_CDK_SPxK_1","PF00069","O15111"
"198","Q12959","MOD_CDK_SPxK_1","PF00069","P45984"
"199","Q12959","MOD_CDK_SPxK_1","PF00069","P24941"
"200","Q12959","MOD_CDK_SPxK_1","PF00069","Q99986"
"201","Q12959","MOD_CDK_SPxK_1","PF00069","Q14164"
"202","Q12959","MOD_CDK_SPxK_1","PF00069","P19784"
"203","Q12959","MOD_CDK_SPxK_1","PF00069","P53350"
"204","Q12959","MOD_CDK_SPxK_1","PF00069","P51617"
"205","Q12959","MOD_CDK_SPxK_1","PF00069","O15111"
"206","P46527","MOD_CDK_SPxK_1","PF00069","P45984"
"207","P46527","MOD_CDK_SPxK_1","PF00069","P24941"
"208","P46527","MOD_CDK_SPxK_1","PF00069","Q99986"
"209","P46527","MOD_CDK_SPxK_1","PF00069","Q14164"
"210","P46527","MOD_CDK_SPxK_1","PF00069","P19784"
"211","P46527","MOD_CDK_SPxK_1","PF00069","P53350"
"212","P46527","MOD_CDK_SPxK_1","PF00069","P51617"
"213","P46527","MOD_CDK_SPxK_1","PF00069","O15111"
"214","Q13416","MOD_CDK_SPxxK_3","PF00069","P45984"
"215","Q13416","MOD_CDK_SPxxK_3","PF00069","P24941"
"216","Q13416","MOD_CDK_SPxxK_3","PF00069","Q99986"
"217","Q13416","MOD_CDK_SPxxK_3","PF00069","Q14164"
"218","Q13416","MOD_CDK_SPxxK_3","PF00069","P19784"
"219","Q13416","MOD_CDK_SPxxK_3","PF00069","P53350"
"220","Q13416","MOD_CDK_SPxxK_3","PF00069","P51617"
"221","Q13416","MOD_CDK_SPxxK_3","PF00069","O15111"
"222","P25054","MOD_CDK_SPxK_1","PF00069","P45984"
"223","P25054","MOD_CDK_SPxK_1","PF00069","P24941"
"224","P25054","MOD_CDK_SPxK_1","PF00069","Q99986"
"225","P25054","MOD_CDK_SPxK_1","PF00069","Q14164"
"226","P25054","MOD_CDK_SPxK_1","PF00069","P19784"
"227","P25054","MOD_CDK_SPxK_1","PF00069","P53350"
"228","P25054","MOD_CDK_SPxK_1","PF00069","P51617"
"229","P25054","MOD_CDK_SPxK_1","PF00069","O15111"
"230","Q13416","MOD_CDK_SPxK_1","PF00069","P45984"
"231","Q13416","MOD_CDK_SPxK_1","PF00069","P24941"
"232","Q13416","MOD_CDK_SPxK_1","PF00069","Q99986"
"233","Q13416","MOD_CDK_SPxK_1","PF00069","Q14164"
"234","Q13416","MOD_CDK_SPxK_1","PF00069","P19784"
"235","Q13416","MOD_CDK_SPxK_1","PF00069","P53350"
"236","Q13416","MOD_CDK_SPxK_1","PF00069","P51617"
"237","Q13416","MOD_CDK_SPxK_1","PF00069","O15111"
"238","P12931","MOD_CDK_SPxK_1","PF00069","P45984"
"239","P12931","MOD_CDK_SPxK_1","PF00069","P24941"
"240","P12931","MOD_CDK_SPxK_1","PF00069","Q99986"
"241","P12931","MOD_CDK_SPxK_1","PF00069","Q14164"
"242","P12931","MOD_CDK_SPxK_1","PF00069","P19784"
"243","P12931","MOD_CDK_SPxK_1","PF00069","P53350"
"244","P12931","MOD_CDK_SPxK_1","PF00069","P51617"
"245","P12931","MOD_CDK_SPxK_1","PF00069","O15111"
"246","P28562","DOC_MAPK_FxFP_2","PF00069","P45984"
"247","P28562","DOC_MAPK_FxFP_2","PF00069","P24941"
"248","P28562","DOC_MAPK_FxFP_2","PF00069","Q99986"
"249","P28562","DOC_MAPK_FxFP_2","PF00069","Q14164"
"250","P28562","DOC_MAPK_FxFP_2","PF00069","P19784"
"251","P28562","DOC_MAPK_FxFP_2","PF00069","P53350"
"252","P28562","DOC_MAPK_FxFP_2","PF00069","P51617"
"253","P28562","DOC_MAPK_FxFP_2","PF00069","O15111"
"254","Q16512","DOC_AGCK_PIF_2","PF00069","P45984"
"255","Q16512","DOC_AGCK_PIF_2","PF00069","P24941"
"256","Q16512","DOC_AGCK_PIF_2","PF00069","Q99986"
"257","Q16512","DOC_AGCK_PIF_2","PF00069","Q14164"
"258","Q16512","DOC_AGCK_PIF_2","PF00069","P19784"
"259","Q16512","DOC_AGCK_PIF_2","PF00069","P53350"
"260","Q16512","DOC_AGCK_PIF_2","PF00069","P51617"
"261","Q16512","DOC_AGCK_PIF_2","PF00069","O15111"
"262","Q86UR1","MOD_PKA_2","PF00069","P45984"
"263","Q86UR1","MOD_PKA_2","PF00069","P24941"
"264","Q86UR1","MOD_PKA_2","PF00069","Q99986"
"265","Q86UR1","MOD_PKA_2","PF00069","Q14164"
"266","Q86UR1","MOD_PKA_2","PF00069","P19784"
"267","Q86UR1","MOD_PKA_2","PF00069","P53350"
"268","Q86UR1","MOD_PKA_2","PF00069","P51617"
"269","Q86UR1","MOD_PKA_2","PF00069","O15111"
"270","P19419","DOC_MAPK_FxFP_2","PF00069","P45984"
"271","P19419","DOC_MAPK_FxFP_2","PF00069","P24941"
"272","P19419","DOC_MAPK_FxFP_2","PF00069","Q99986"
"273","P19419","DOC_MAPK_FxFP_2","PF00069","Q14164"
"274","P19419","DOC_MAPK_FxFP_2","PF00069","P19784"
"275","P19419","DOC_MAPK_FxFP_2","PF00069","P53350"
"276","P19419","DOC_MAPK_FxFP_2","PF00069","P51617"
"277","P19419","DOC_MAPK_FxFP_2","PF00069","O15111"
"278","O00443","MOD_CDK_SPK_2","PF00069","P45984"
"279","O00443","MOD_CDK_SPK_2","PF00069","P24941"
"280","O00443","MOD_CDK_SPK_2","PF00069","Q99986"
"281","O00443","MOD_CDK_SPK_2","PF00069","Q14164"
"282","O00443","MOD_CDK_SPK_2","PF00069","P19784"
"283","O00443","MOD_CDK_SPK_2","PF00069","P53350"
"284","O00443","MOD_CDK_SPK_2","PF00069","P51617"
"285","O00443","MOD_CDK_SPK_2","PF00069","O15111"
"286","Q05397","MOD_ProDKin_1","PF00069","P45984"
"287","Q05397","MOD_ProDKin_1","PF00069","P24941"
"288","Q05397","MOD_ProDKin_1","PF00069","Q99986"
"289","Q05397","MOD_ProDKin_1","PF00069","Q14164"
"290","Q05397","MOD_ProDKin_1","PF00069","P19784"
"291","Q05397","MOD_ProDKin_1","PF00069","P53350"
"292","Q05397","MOD_ProDKin_1","PF00069","P51617"
"293","Q05397","MOD_ProDKin_1","PF00069","O15111"
"294","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","P45984"
"295","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","P24941"
"296","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","Q99986"
"297","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","Q14164"
"298","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","P19784"
"299","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","P53350"
"300","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","P51617"
"301","Q9GZV5","MOD_CDK_SPxxK_3","PF00069","O15111"
"302","P50616","MOD_ProDKin_1","PF00069","P45984"
"303","P50616","MOD_ProDKin_1","PF00069","P24941"
"304","P50616","MOD_ProDKin_1","PF00069","Q99986"
"305","P50616","MOD_ProDKin_1","PF00069","Q14164"
"306","P50616","MOD_ProDKin_1","PF00069","P19784"
"307","P50616","MOD_ProDKin_1","PF00069","P53350"
"308","P50616","MOD_ProDKin_1","PF00069","P51617"
"309","P50616","MOD_ProDKin_1","PF00069","O15111"
"310","Q15418","DOC_MAPK_RevD_3","PF00069","P45984"
"311","Q15418","DOC_MAPK_RevD_3","PF00069","P24941"
"312","Q15418","DOC_MAPK_RevD_3","PF00069","Q99986"
"313","Q15418","DOC_MAPK_RevD_3","PF00069","Q14164"
"314","Q15418","DOC_MAPK_RevD_3","PF00069","P19784"
"315","Q15418","DOC_MAPK_RevD_3","PF00069","P53350"
"316","Q15418","DOC_MAPK_RevD_3","PF00069","P51617"
"317","Q15418","DOC_MAPK_RevD_3","PF00069","O15111"
"318","Q16665","MOD_CDK_SPxK_1","PF00069","P45984"
"319","Q16665","MOD_CDK_SPxK_1","PF00069","P24941"
"320","Q16665","MOD_CDK_SPxK_1","PF00069","Q99986"
"321","Q16665","MOD_CDK_SPxK_1","PF00069","Q14164"
"322","Q16665","MOD_CDK_SPxK_1","PF00069","P19784"
"323","Q16665","MOD_CDK_SPxK_1","PF00069","P53350"
"324","Q16665","MOD_CDK_SPxK_1","PF00069","P51617"
"325","Q16665","MOD_CDK_SPxK_1","PF00069","O15111"
"326","P15336","DOC_MAPK_JIP1_4","PF00069","P45984"
"327","P15336","DOC_MAPK_JIP1_4","PF00069","P24941"
"328","P15336","DOC_MAPK_JIP1_4","PF00069","Q99986"
"329","P15336","DOC_MAPK_JIP1_4","PF00069","Q14164"
"330","P15336","DOC_MAPK_JIP1_4","PF00069","P19784"
"331","P15336","DOC_MAPK_JIP1_4","PF00069","P53350"
"332","P15336","DOC_MAPK_JIP1_4","PF00069","P51617"
"333","P15336","DOC_MAPK_JIP1_4","PF00069","O15111"
"334","Q13480","DOC_MAPK_DCC_7","PF00069","P45984"
"335","Q13480","DOC_MAPK_DCC_7","PF00069","P24941"
"336","Q13480","DOC_MAPK_DCC_7","PF00069","Q99986"
"337","Q13480","DOC_MAPK_DCC_7","PF00069","Q14164"
"338","Q13480","DOC_MAPK_DCC_7","PF00069","P19784"
"339","Q13480","DOC_MAPK_DCC_7","PF00069","P53350"
"340","Q13480","DOC_MAPK_DCC_7","PF00069","P51617"
"341","Q13480","DOC_MAPK_DCC_7","PF00069","O15111"
"342","P35222","MOD_PKA_1","PF00069","P45984"
"343","P35222","MOD_PKA_1","PF00069","P24941"
"344","P35222","MOD_PKA_1","PF00069","Q99986"
"345","P35222","MOD_PKA_1","PF00069","Q14164"
"346","P35222","MOD_PKA_1","PF00069","P19784"
"347","P35222","MOD_PKA_1","PF00069","P53350"
"348","P35222","MOD_PKA_1","PF00069","P51617"
"349","P35222","MOD_PKA_1","PF00069","O15111"
"350","Q13191","DOC_MAPK_DCC_7","PF00069","P45984"
"351","Q13191","DOC_MAPK_DCC_7","PF00069","P24941"
"352","Q13191","DOC_MAPK_DCC_7","PF00069","Q99986"
"353","Q13191","DOC_MAPK_DCC_7","PF00069","Q14164"
"354","Q13191","DOC_MAPK_DCC_7","PF00069","P19784"
"355","Q13191","DOC_MAPK_DCC_7","PF00069","P53350"
"356","Q13191","DOC_MAPK_DCC_7","PF00069","P51617"
"357","Q13191","DOC_MAPK_DCC_7","PF00069","O15111"
"358","P04637","MOD_CDK_SPxxK_3","PF00069","P45984"
"359","P04637","MOD_CDK_SPxxK_3","PF00069","P24941"
"360","P04637","MOD_CDK_SPxxK_3","PF00069","Q99986"
"361","P04637","MOD_CDK_SPxxK_3","PF00069","Q14164"
"362","P04637","MOD_CDK_SPxxK_3","PF00069","P19784"
"363","P04637","MOD_CDK_SPxxK_3","PF00069","P53350"
"364","P04637","MOD_CDK_SPxxK_3","PF00069","P51617"
"365","P04637","MOD_CDK_SPxxK_3","PF00069","O15111"
"366","P04637","MOD_CK1_1","PF00069","P45984"
"367","P04637","MOD_CK1_1","PF00069","P24941"
"368","P04637","MOD_CK1_1","PF00069","Q99986"
"369","P04637","MOD_CK1_1","PF00069","Q14164"
"370","P04637","MOD_CK1_1","PF00069","P19784"
"371","P04637","MOD_CK1_1","PF00069","P53350"
"372","P04637","MOD_CK1_1","PF00069","P51617"
"373","P04637","MOD_CK1_1","PF00069","O15111"
"374","P36507","DOC_MAPK_MEF2A_6","PF00069","P45984"
"375","P36507","DOC_MAPK_MEF2A_6","PF00069","P24941"
"376","P36507","DOC_MAPK_MEF2A_6","PF00069","Q99986"
"377","P36507","DOC_MAPK_MEF2A_6","PF00069","Q14164"
"378","P36507","DOC_MAPK_MEF2A_6","PF00069","P19784"
"379","P36507","DOC_MAPK_MEF2A_6","PF00069","P53350"
"380","P36507","DOC_MAPK_MEF2A_6","PF00069","P51617"
"381","P36507","DOC_MAPK_MEF2A_6","PF00069","O15111"
"382","Q8IZL8","MOD_PKA_2","PF00069","P45984"
"383","Q8IZL8","MOD_PKA_2","PF00069","P24941"
"384","Q8IZL8","MOD_PKA_2","PF00069","Q99986"
"385","Q8IZL8","MOD_PKA_2","PF00069","Q14164"
"386","Q8IZL8","MOD_PKA_2","PF00069","P19784"
"387","Q8IZL8","MOD_PKA_2","PF00069","P53350"
"388","Q8IZL8","MOD_PKA_2","PF00069","P51617"
"389","Q8IZL8","MOD_PKA_2","PF00069","O15111"
"390","Q9Y463","MOD_TYR_DYR","PF00069","P45984"
"391","Q9Y463","MOD_TYR_DYR","PF00069","P24941"
"392","Q9Y463","MOD_TYR_DYR","PF00069","Q99986"
"393","Q9Y463","MOD_TYR_DYR","PF00069","Q14164"
"394","Q9Y463","MOD_TYR_DYR","PF00069","P19784"
"395","Q9Y463","MOD_TYR_DYR","PF00069","P53350"
"396","Q9Y463","MOD_TYR_DYR","PF00069","P51617"
"397","Q9Y463","MOD_TYR_DYR","PF00069","O15111"
"398","P05412","DOC_MAPK_NFAT4_5","PF00069","P45984"
"399","P05412","DOC_MAPK_NFAT4_5","PF00069","P24941"
"400","P05412","DOC_MAPK_NFAT4_5","PF00069","Q99986"
"401","P05412","DOC_MAPK_NFAT4_5","PF00069","Q14164"
"402","P05412","DOC_MAPK_NFAT4_5","PF00069","P19784"
"403","P05412","DOC_MAPK_NFAT4_5","PF00069","P53350"
"404","P05412","DOC_MAPK_NFAT4_5","PF00069","P51617"
"405","P05412","DOC_MAPK_NFAT4_5","PF00069","O15111"
"406","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","P45984"
"407","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","P24941"
"408","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","Q99986"
"409","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","Q14164"
"410","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","P19784"
"411","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","P53350"
"412","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","P51617"
"413","Q9Y6Q9","MOD_CDK_SPxxK_3","PF00069","O15111"
"414","Q13322","MOD_ProDKin_1","PF00069","P45984"
"415","Q13322","MOD_ProDKin_1","PF00069","P24941"
"416","Q13322","MOD_ProDKin_1","PF00069","Q99986"
"417","Q13322","MOD_ProDKin_1","PF00069","Q14164"
"418","Q13322","MOD_ProDKin_1","PF00069","P19784"
"419","Q13322","MOD_ProDKin_1","PF00069","P53350"
"420","Q13322","MOD_ProDKin_1","PF00069","P51617"
"421","Q13322","MOD_ProDKin_1","PF00069","O15111"
"422","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P45984"
"423","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P24941"
"424","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q99986"
"425","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","Q14164"
"426","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P19784"
"427","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P53350"
"428","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","P51617"
"429","Q63ZY3","DOC_MAPK_NFAT4_5","PF00069","O15111"
"430","O60336","DOC_MAPK_NFAT4_5","PF00069","P45984"
"431","O60336","DOC_MAPK_NFAT4_5","PF00069","P24941"
"432","O60336","DOC_MAPK_NFAT4_5","PF00069","Q99986"
"433","O60336","DOC_MAPK_NFAT4_5","PF00069","Q14164"
"434","O60336","DOC_MAPK_NFAT4_5","PF00069","P19784"
"435","O60336","DOC_MAPK_NFAT4_5","PF00069","P53350"
"436","O60336","DOC_MAPK_NFAT4_5","PF00069","P51617"
"437","O60336","DOC_MAPK_NFAT4_5","PF00069","O15111"
"438","O15169","DOC_GSK3_Axin_1","PF00069","P45984"
"439","O15169","DOC_GSK3_Axin_1","PF00069","P24941"
"440","O15169","DOC_GSK3_Axin_1","PF00069","Q99986"
"441","O15169","DOC_GSK3_Axin_1","PF00069","Q14164"
"442","O15169","DOC_GSK3_Axin_1","PF00069","P19784"
"443","O15169","DOC_GSK3_Axin_1","PF00069","P53350"
