"","mProtein","Motif","Domain","dProtein"
"70","Q00987","MOD_PKB_1","PF00069","P53350"
"71","Q01814","LIG_PDZ_Class_1","PF00595","Q14160"
"72","Q01860","DOC_WW_Pin1_4","PF00397","O00308"
"73","Q05193","LIG_SH3_2","PF14604","P16333"
"74","Q05193","LIG_SH3_2","PF00018","P16333"
"75","Q05397","LIG_SH2_SRC","PF00017","Q92569"
"76","Q07889","LIG_SH3_2","PF14604","P16333"
"77","Q07889","LIG_SH3_2","PF00018","P16333"
"78","Q12959","DEG_SCF_TRCP1_1","PF00400","Q9Y297"
"79","Q13905","LIG_SH3_2","PF00018","P06241"
"80","Q13905","LIG_SH3_2","PF00018","P12931"
"81","Q13905","LIG_SH3_2","PF00018","P16333"
"82","Q13905","LIG_SH3_2","PF14604","P16333"
"83","Q14106","LIG_PAM2_1","PF00658","P11940"
"84","Q14118","LIG_SH3_3","PF00018","P16333"
"85","Q14118","LIG_SH2_SRC","PF00017","P16333"
"86","Q15583","LIG_CtBP_PxDLS_1","PF00389","P56545"
"87","Q15637","LIG_ULM_U2AF65_1","PF00076","Q93062"
"88","Q15637","LIG_ULM_U2AF65_1","PF00076","Q99729"
"89","Q15691","LIG_CAP-Gly_1","PF01302","P30622"
"90","Q16633","DEG_SIAH_1","PF03145","Q8IUQ4"
"91","Q58A45","LIG_PAM2_1","PF00658","P11940"
"92","Q6PGQ7","MOD_CDK_SPxK_1","PF00069","P53350"
"93","Q7Z333","LIG_SUMO_SIM_par_1","PF11976","P63165"
"94","Q8IYD1","LIG_PAM2_1","PF00658","P11940"
"95","Q8N3Z6","LIG_SUMO_SIM_anti_2","PF11976","P63165"
"96","Q8N3Z6","LIG_SUMO_SIM_par_1","PF11976","P63165"
"97","Q8NDV7","LIG_PAM2_2","PF00658","P11940"
"98","Q92754","MOD_SUMO_for_1","PF00179","P63279"
"99","Q96B23","LIG_SUMO_SIM_anti_2","PF11976","P63165"
"100","Q96JN0","LIG_CtBP_PxDLS_1","PF00389","P56545"
"101","Q99700","LIG_PAM2_1","PF00658","P11940"
"102","Q9BPZ3","LIG_PAM2_1","PF00658","P11940"
"103","Q9H2X6","LIG_SUMO_SIM_anti_2","PF11976","P63165"
"104","Q9HCJ0","LIG_PAM2_2","PF00658","P11940"
"105","Q9P0K1","LIG_PDZ_Class_1","PF00595","Q14160"
"106","Q9UBT2","LIG_SUMO_SIM_anti_2","PF11976","P63165"
"107","Q9UBT2","LIG_SUMO_SIM_par_1","PF11976","P63165"
"108","Q9UER7","DEG_SPOP_SBC_1","PF00917","O43791"
"109","Q9UER7","LIG_SUMO_SIM_anti_2","PF11976","P63165"
"110","Q9UER7","LIG_SUMO_SIM_par_1","PF11976","P63165"
"111","Q9UHB7","DEG_SIAH_1","PF03145","Q8IUQ4"
"112","Q9UPQ9","LIG_PAM2_2","PF00658","P11940"
"113","Q9UQC2","LIG_14-3-3_CanoR_1","PF00244","P31947"
